boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,BoroCTLbl,household_income_acs2018_Households (HH) Count,household_income_acs2018_HH 0-10k,household_income_acs2018_HH 10k-15k,household_income_acs2018_HH 15k-25k,household_income_acs2018_HH 25k-35k,household_income_acs2018_HH 35k-50k,household_income_acs2018_HH 50k-75k,household_income_acs2018_HH 75k-100k,household_income_acs2018_HH 100k-150k,household_income_acs2018_HH 150k-200k,household_income_acs2018_HH 200k-UP,household_income_acs2018_Household Median Income,Hospital N,Addresss,System,Number of,GFA,Year built,Latitude,Longitude
"3","3100400",Brooklyn,I,"100400","1004",BK50,Canarsie,"4009",1421504.1987999998964369297027587890625,4996.8685661899999104207381606101990,Brooklyn 1004,"980",4.7,5.2,7.7,11.7,11,15.4,19.6,9.5,7.3,7.9,"67750",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3100600",Brooklyn,I,"100600","1006",BK50,Canarsie,"4009",1637144.1576300000306218862533569335938,5220.1498137700000370386987924575806,Brooklyn 1006,"869",8.4,3.8,4.8,12,13.5,6.8,15.4,24.1,8.7,2.5,"76161",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3100800",Brooklyn,E,"100800","1008",BK50,Canarsie,"4009",1602833.0333499999251216650009155273438,5432.5285101700001177960075438022614,Brooklyn 1008,"691",7.1,5.9,10.4,6.2,11,13.7,12.2,18.4,11,4.1,"69135",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3101000",Brooklyn,I,"101000","1010",BK50,Canarsie,"4009",1844400.8281099998857825994491577148438,5605.2155188099995939410291612148285,Brooklyn 1010,"768",4.3,5.2,4.8,8.1,7.3,17.2,12.6,16.3,14.8,9.4,"80179",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3101400",Brooklyn,E,"101400","1014",BK50,Canarsie,"4009",1668038.2513099999632686376571655273438,5259.8767338799998469767160713672638,Brooklyn 1014,"790",3,5.2,7.8,5.7,12,17.1,13,26.8,4.6,4.7,"74485",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3101600",Brooklyn,I,"101600","1016",BK50,Canarsie,"4009",1210060.3714799999725073575973510742188,4674.6084937799996623652987182140350,Brooklyn 1016,"530",2.5,2.6,1.7,2.3,8.3,15.5,17.4,34.3,10.8,4.7,"94904",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3102000",Brooklyn,I,"102000","1020",BK50,Canarsie,"4009",1690994.8197600001003593206405639648438,5294.2232013499997265171259641647339,Brooklyn 1020,"671",2.5,5.5,2.5,0,6.7,11.2,16.1,28,15.1,12.4,"102401",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3102400",Brooklyn,I,"102400","1024",BK50,Canarsie,"4009",1540219.4315500000957399606704711914063,5452.8253165899996020016260445117950,Brooklyn 1024,"723",4.1,2.1,2.5,5.8,6.8,17.3,20.7,18.7,13.7,8.3,"92538",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3102600",Brooklyn,I,"102600","1026",BK50,Canarsie,"4009",1462012.2369800000451505184173583984375,5343.1405872599998474470339715480804,Brooklyn 1026,"935",0.6,1.2,4.9,9.4,10.9,12.7,17.5,29.3,9.6,3.7,"85481",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3111000",Brooklyn,E,"111000","1110",BK82,East New York,"4008",1326238.8360699999611824750900268554688,4637.0692646400002558948472142219543,Brooklyn 1110,"1512",31.3,12.6,15.5,7.8,16.7,11.4,2.9,1.8,0,0,"18388",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3112400",Brooklyn,E,"112400","1124",BK82,East New York,"4008",1914338.5965899999719113111495971679688,5874.9182879700001649325713515281677,Brooklyn 1124,"1229",16.4,5.5,9.9,6.1,7.2,17,7.2,23.5,4.9,2.4,"57527",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3112600",Brooklyn,E,"112600","1126",BK85,East New York (Pennsylvania Ave),"4007",1813472.2216700001154094934463500976563,5460.4214716500000577070750296115875,Brooklyn 1126,"1401",24.3,13.3,7.2,9.1,7.4,19.9,6.5,8.8,3.5,0,"30598",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3112800",Brooklyn,E,"112800","1128",BK85,East New York (Pennsylvania Ave),"4007",1982798.0955499999690800905227661132813,5742.4928228700000545359216630458832,Brooklyn 1128,"1488",21.9,8,8.3,9.7,13.5,12.1,5.4,14.5,3.6,3,"38594",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3113000",Brooklyn,E,"113000","1130",BK85,East New York (Pennsylvania Ave),"4007",2086280.5105300000868737697601318359375,7587.9017967700001463526859879493713,Brooklyn 1130,"1545",17.7,1.9,8.5,19.1,18.6,12.2,5.7,10.8,4.9,0.6,"37472",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3113400",Brooklyn,E,"113400","1134",BK85,East New York (Pennsylvania Ave),"4007",1651198.2718199999071657657623291015625,5266.4850369899995712330564856529236,Brooklyn 1134,"903",29.5,12.7,8.7,11.1,11.6,13.7,6.9,5,0.8,0,"24150",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3114600",Brooklyn,E,"114600","1146",BK83,Cypress Hills-City Line,"4008",1723239.6838199999183416366577148437500,5921.1021772399999463232234120368958,Brooklyn 1146,"951",12,2.4,16.3,13,13.7,16.4,11,8.2,4.8,2.1,"41384",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3115000",Brooklyn,E,"115000","1150",BK82,East New York,"4008",1703334.3260200000368058681488037109375,5234.7450112799997441470623016357422,Brooklyn 1150,"887",13.1,7.7,8.3,12.2,14.4,19.4,8.6,13.2,0.8,2.4,"40703",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3115200",Brooklyn,E,"115200","1152",BK82,East New York,"4008",1788251.7207400000188499689102172851563,5358.5596013799995489534921944141388,Brooklyn 1152,"1027",22,4.4,12.7,8.6,20.1,9.3,8.7,11.9,0,2.4,"36655",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3115600",Brooklyn,E,"115600","1156",BK85,East New York (Pennsylvania Ave),"4007",1720940.1003600000403821468353271484375,5354.6779949700003271573223173618317,Brooklyn 1156,"1596",29.8,11.3,16.2,8.8,9.4,12.5,6.6,5.1,0.4,0,"21580",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3116000",Brooklyn,E,"116000","1160",BK82,East New York,"4008",1629832.7213600000832229852676391601563,5240.8980388399995717918500304222107,Brooklyn 1160,"901",18.5,16.8,9.2,13.4,8.2,14.9,6.4,7.7,2,2.9,"30216",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3116200",Brooklyn,E,"116200","1162",BK82,East New York,"4008",1543810.2314500000793486833572387695313,5134.9566986899999392335303127765656,Brooklyn 1162,"801",10,7.5,10.2,10.6,23.1,14.2,10.7,5.5,6.4,1.7,"39651",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3116400",Brooklyn,E,"116400","1164",BK82,East New York,"4008",1954432.4347000000998377799987792968750,5646.0477365500000814790837466716766,Brooklyn 1164,"1033",10.4,5.3,12.7,3.7,12.7,20,13.3,11.6,5.3,5,"55720",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3117000",Brooklyn,I,"117000","1170",BK82,East New York,"4008",1653944.0195400000084191560745239257813,5331.2004595099997459328733384609222,Brooklyn 1170,"493",17.4,3.4,14.4,7.9,10.8,20.1,10.1,9.7,0,6.1,"41354",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3117201",Brooklyn,E,"117201","1172.01",BK83,Cypress Hills-City Line,"4008",1390018.1492200000211596488952636718750,5149.1821171299998241011053323745728,Brooklyn 1172.01,"774",11.5,11.2,4.9,7.9,9.3,19,14.6,8.8,9.9,2.8,"61071",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3117201",Brooklyn,E,"117201","1172.01",BK83,Cypress Hills-City Line,"4008",1390018.1492200000211596488952636718750,5149.1821171299998241011053323745728,Brooklyn 1172.01,"774",11.5,11.2,4.9,7.9,9.3,19,14.6,8.8,9.9,2.8,"61071",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"3","3117202",Brooklyn,E,"117202","1172.02",BK83,Cypress Hills-City Line,"4008",1634622.1452899998985230922698974609375,5193.7185090200000558979809284210205,Brooklyn 1172.02,"1231",7.6,5.2,13.1,12.2,13.2,25.6,5.7,10.9,1.7,4.9,"49255",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3117202",Brooklyn,E,"117202","1172.02",BK83,Cypress Hills-City Line,"4008",1634622.1452899998985230922698974609375,5193.7185090200000558979809284210205,Brooklyn 1172.02,"1231",7.6,5.2,13.1,12.2,13.2,25.6,5.7,10.9,1.7,4.9,"49255",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"3","3119400",Brooklyn,E,"119400","1194",BK82,East New York,"4008",1964536.0420599998906254768371582031250,5622.8637658799998462200164794921875,Brooklyn 1194,"1298",11.9,2.2,19.3,9.7,16.9,12.9,12.9,9.7,1.3,3.2,"41607",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"2","2003300",Bronx,E,"003300","33",BX39,Mott Haven-Port Morris,"3710",1639977.7226899999659508466720581054688,5957.0669977300003665732219815254211,Bronx 33,"1198",31.2,13.7,17.2,13.9,8.5,6.2,2.8,1.1,4.3,1.2,"18511",Lincoln Medical & Mental Health Center,"234 East 149th Street, Bronx, NY 10451",Health+,"362","1,593,305","1972",40.816089499999997,-73.926964900000002
"2","2003500",Bronx,E,"003500","35",BX39,Mott Haven-Port Morris,"3710",1525330.7381500001065433025360107421875,5804.9234069800004363059997558593750,Bronx 35,"1293",17.2,7.5,18.3,14.2,10,12.8,15.5,2.8,0,1.8,"30490",Lincoln Medical & Mental Health Center,"234 East 149th Street, Bronx, NY 10451",Health+,"362","1,593,305","1972",40.816089499999997,-73.926964900000002
"2","2003500",Bronx,E,"003500","35",BX39,Mott Haven-Port Morris,"3710",1525330.7381500001065433025360107421875,5804.9234069800004363059997558593750,Bronx 35,"1293",17.2,7.5,18.3,14.2,10,12.8,15.5,2.8,0,1.8,"30490",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2003800",Bronx,E,"003800","38",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"3709",682166.2138780000386759638786315917969,3473.8058540900001389672979712486267,Bronx 38,"411",11.9,5.6,17.8,9,9.2,13.4,14.1,10.7,0,8.3,"41438",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2004001",Bronx,E,"004001","40.01",BX55,Soundview-Bruckner,"3709",1325276.1599900000728666782379150390625,4916.7156433500003913650289177894592,Bronx 40.01,"484",4.8,2.3,13.2,16.9,7.6,16.1,15.1,15.7,7.4,0.8,"53846",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2017500",Bronx,E,"017500","175",BX14,East Concourse-Concourse Village,"3708",1631792.2792499999050050973892211914063,5723.6542329399999289307743310928345,Bronx 175,"2743",16.5,16.2,15.8,12.4,12,16,6.3,4.1,0,0.7,"25844",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2004400",Bronx,E,"004400","44",BX55,Soundview-Bruckner,"3709",2884623.9781700000166893005371093750000,8675.9831797099996038014069199562073,Bronx 44,"1641",22.5,14.8,21.5,12.1,13.1,6.8,3,4.1,2.1,0,"20884",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2004800",Bronx,E,"004800","48",BX55,Soundview-Bruckner,"3709",1568167.5695299999788403511047363281250,5406.9824085500004002824425697326660,Bronx 48,"1407",13.8,5.8,17.1,15.2,17.1,11,8.9,8.6,2,0.6,"33644",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2006800",Bronx,E,"006800","68",BX55,Soundview-Bruckner,"3709",1692236.8871999999973922967910766601563,5612.2294401700000889832153916358948,Bronx 68,"1016",12.9,8.9,2.7,7.4,14.2,22.2,7.1,21,3.7,0,"52228",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2007000",Bronx,E,"007000","70",BX55,Soundview-Bruckner,"3709",2207823.4535199999809265136718750000000,6251.6925298899996050749905407428741,Bronx 70,"1296",6,6.6,14.1,18.8,8.9,18.8,7.3,14.2,2.2,3.3,"39662",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2008900",Bronx,E,"008900","89",BX27,Hunts Point,"3710",1174411.4733899999409914016723632812500,5220.4924504399996294523589313030243,Bronx 89,"1155",22.4,13.7,14.1,6.8,16.7,10.6,10.2,3.8,1.6,0,"24816",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2012101",Bronx,E,"012101","121.01",BX35,Morrisania-Melrose,"3705",1251776.3369899999815970659255981445313,4426.9457689000000755186192691326141,Bronx 121.01,"926",21.2,9.1,9.2,9.3,17.4,14.8,7.6,8.2,2.3,1.1,"35588",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2012500",Bronx,E,"012500","125",BX35,Morrisania-Melrose,"3705",1828803.4624900000635534524917602539063,5707.5166964000000007217749953269958,Bronx 125,"1348",14.2,7.2,17.3,16.8,16.6,8,4.9,9.9,1.9,3.2,"32500",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2013100",Bronx,E,"013100","131",BX33,Longwood,"3710",2475848.3188800001516938209533691406250,6532.3519509500001731794327497482300,Bronx 131,"1668",17.6,14,9.5,12.6,9.1,15.9,15.4,4.3,0.6,0.9,"31250",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2014300",Bronx,I,"014300","143",BX14,East Concourse-Concourse Village,"3708",1395894.3788099999073892831802368164063,6701.7519397599999138037674129009247,Bronx 143,"642",22.6,26.8,13.4,13.4,12.3,10.1,0,1.4,0,0,"15455",BronxCare Hospital Center (Fulton Division),"1276 Fulton Avenue, Bronx, NY 10456",Mount Sinai,"170","331,624","1927",40.831379699999999,-73.904997300000005
"2","2016200",Bronx,I,"016200","162",BX52,Schuylerville-Throgs Neck-Edgewater Park,"3703",1944076.7276200000196695327758789062500,5599.1079767199998968862928450107574,Bronx 162,"576",1.2,6.9,11.5,8.7,7.8,8.9,11.6,25.7,7.5,10.2,"81908",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2016200",Bronx,I,"016200","162",BX52,Schuylerville-Throgs Neck-Edgewater Park,"3703",1944076.7276200000196695327758789062500,5599.1079767199998968862928450107574,Bronx 162,"576",1.2,6.9,11.5,8.7,7.8,8.9,11.6,25.7,7.5,10.2,"81908",Calvary Hospital Inc,"1740-70 Eastchester Road, Bronx, NY 10461",Others,"200","172,268","1977",40.848097899999999,-73.846059199999999
"2","2016600",Bronx,I,"016600","166",BX52,Schuylerville-Throgs Neck-Edgewater Park,"3703",3078388.7424499997869133949279785156250,7735.9784531499999502557329833507538,Bronx 166,"773",4,2.5,10.9,12.2,13.6,11.1,12.9,16.7,7.8,8.4,"64792",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2016600",Bronx,I,"016600","166",BX52,Schuylerville-Throgs Neck-Edgewater Park,"3703",3078388.7424499997869133949279785156250,7735.9784531499999502557329833507538,Bronx 166,"773",4,2.5,10.9,12.2,13.6,11.1,12.9,16.7,7.8,8.4,"64792",Calvary Hospital Inc,"1740-70 Eastchester Road, Bronx, NY 10461",Others,"200","172,268","1977",40.848097899999999,-73.846059199999999
"2","2017902",Bronx,E,"017902","179.02",BX14,East Concourse-Concourse Village,"3708",827548.3040940000209957361221313476563,3696.5336069599998154444620013237000,Bronx 179.02,"1160",21.3,12.8,17.7,6.9,12.3,16.3,7.6,2.9,2.2,0,"23276",BronxCare Hospital Center,"1650 Grand Concourse, Bronx, NY 10457",Mount Sinai,"415","480,769","1941",40.843471500000000,-73.913268500000001
"2","2020200",Bronx,E,"020200","202",BX59,Westchester-Unionport,"3709",1343331.0538000001106411218643188476563,4746.7419927700002517667599022388458,Bronx 202,"824",13.8,14,10.8,8.5,9,19.7,5.3,14.7,2.3,1.9,"38750",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2020400",Bronx,E,"020400","204",BX59,Westchester-Unionport,"3709",1447955.9908600000198930501937866210938,4796.3099301100000957376323640346527,Bronx 204,"1043",8.1,5.8,7.6,16.6,11.3,19.5,12.1,13,5.2,0.8,"50275",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2020601",Bronx,I,"020601","206.01",BX59,Westchester-Unionport,"3709",1629908.7524900001008063554763793945313,5642.6282784499999252147972583770752,Bronx 206.01,"827",14.9,7.3,10,9.6,5.6,18.6,16.1,11.5,5.8,0.7,"52163",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2021601",Bronx,E,"021601","216.01",BX08,West Farms-Bronx River,"3709",1761363.1097200000658631324768066406250,7401.5543005600002288701944053173065,Bronx 216.01,"1655",11.1,5.4,23.2,18.9,16.3,8.8,5.6,6.9,3.4,0.4,"29990",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2022102",Bronx,E,"022102","221.02",BX63,West Concourse,"3708",842620.1184869999997317790985107421875,3892.7624459499998010869603604078293,Bronx 221.02,"1689",12.4,16.3,23.8,12.1,13.1,12.7,1.9,6.9,0,0.8,"23973",BronxCare Hospital Center,"1650 Grand Concourse, Bronx, NY 10457",Mount Sinai,"415","480,769","1941",40.843471500000000,-73.913268500000001
"2","2022300",Bronx,E,"022300","223",BX63,West Concourse,"3708",1001578.1105499999830499291419982910156,4039.1819805899999664688948541879654,Bronx 223,"1845",15,10,23,14.3,11.2,17.5,6.2,1.8,1.1,0,"26537",BronxCare Hospital Center,"1650 Grand Concourse, Bronx, NY 10457",Mount Sinai,"415","480,769","1941",40.843471500000000,-73.913268500000001
"2","2023200",Bronx,E,"023200","232",BX37,Van Nest-Morris Park-Westchester Square,"3704",1536082.3535299999639391899108886718750,5317.0578559599998698104172945022583,Bronx 232,"809",7,8.9,7.3,10.6,12.7,12.7,19.8,14.1,5.1,1.7,"54539",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2023200",Bronx,E,"023200","232",BX37,Van Nest-Morris Park-Westchester Square,"3704",1536082.3535299999639391899108886718750,5317.0578559599998698104172945022583,Bronx 232,"809",7,8.9,7.3,10.6,12.7,12.7,19.8,14.1,5.1,1.7,"54539",Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,"1825 Eastchester Road, Bronx, NY 10461",Montefiore,"421","1,303,935","1954",40.849105299999998,-73.848374399999997
"2","2023600",Bronx,E,"023600","236",BX37,Van Nest-Morris Park-Westchester Square,"3704",989504.9786610000301152467727661132813,5127.7570682100003978121094405651093,Bronx 236,"606",21.6,7.4,16,7.9,7.8,15.7,4.8,11.4,3.8,3.6,"30625",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2024300",Bronx,E,"024300","243",BX36,University Heights-Morris Heights,"3707",1607394.7709500000346451997756958007813,6194.0545613000003868364728987216949,Bronx 243,"2004",19.9,13.8,18,13.2,8.2,17.9,5.4,3.3,0.4,0,"23873",BronxCare Hospital Center,"1650 Grand Concourse, Bronx, NY 10457",Mount Sinai,"415","480,769","1941",40.843471500000000,-73.913268500000001
"2","2024600",Bronx,I,"024600","246",BX49,Pelham Parkway,"3704",1640625.7788700000382959842681884765625,7512.5802811499997915234416723251343,Bronx 246,"725",10.6,4,7.3,5.5,13,18.8,9.4,16.7,9.8,5,"62529",Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,"1825 Eastchester Road, Bronx, NY 10461",Montefiore,"421","1,303,935","1954",40.849105299999998,-73.848374399999997
"2","2024600",Bronx,I,"024600","246",BX49,Pelham Parkway,"3704",1640625.7788700000382959842681884765625,7512.5802811499997915234416723251343,Bronx 246,"725",10.6,4,7.3,5.5,13,18.8,9.4,16.7,9.8,5,"62529",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
"2","2025000",Bronx,I,"025000","250",BX49,Pelham Parkway,"3704",1955822.4954500000458210706710815429688,6978.0888779200004137237556278705597,Bronx 250,"980",7.7,1.1,8.6,5.3,16.2,8.7,17.3,12.9,5.8,16.4,"77000",Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,"1825 Eastchester Road, Bronx, NY 10461",Montefiore,"421","1,303,935","1954",40.849105299999998,-73.848374399999997
"2","2025000",Bronx,I,"025000","250",BX49,Pelham Parkway,"3704",1955822.4954500000458210706710815429688,6978.0888779200004137237556278705597,Bronx 250,"980",7.7,1.1,8.6,5.3,16.2,8.7,17.3,12.9,5.8,16.4,"77000",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
"2","2025200",Bronx,E,"025200","252",BX37,Van Nest-Morris Park-Westchester Square,"3704",2048258.6435300000011920928955078125000,6947.9171678499997142353095114231110,Bronx 252,"915",3.9,0.7,7.9,8.6,11.3,17.8,11.6,14.3,17.3,6.7,"74712",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2025200",Bronx,E,"025200","252",BX37,Van Nest-Morris Park-Westchester Square,"3704",2048258.6435300000011920928955078125000,6947.9171678499997142353095114231110,Bronx 252,"915",3.9,0.7,7.9,8.6,11.3,17.8,11.6,14.3,17.3,6.7,"74712",Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,"1825 Eastchester Road, Bronx, NY 10461",Montefiore,"421","1,303,935","1954",40.849105299999998,-73.848374399999997
"2","2025400",Bronx,E,"025400","254",BX37,Van Nest-Morris Park-Westchester Square,"3704",1828910.8304800000041723251342773437500,6405.4707392999998774030245840549469,Bronx 254,"778",8.5,5,13,9.3,13.6,17.7,9.5,10.8,9.9,2.7,"50735",Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,"1825 Eastchester Road, Bronx, NY 10461",Montefiore,"421","1,303,935","1954",40.849105299999998,-73.848374399999997
"2","2028700",Bronx,E,"028700","287",BX29,Spuyten Duyvil-Kingsbridge,"3701",1670599.0999400001019239425659179687500,5236.7207679900002403883263468742371,Bronx 287,"1242",6.7,5.4,10,6.6,8,22.4,11,19.1,6.7,4.3,"55250",New York-Presbyterian Hospital - Allen Hospital,"5141 Broadway, New York, NY 10034",NewYork-Presbyterian,"196","393,924","1988",40.873370299999998,-73.915299099999999
"2","2028800",Bronx,I,"028800","288",BX49,Pelham Parkway,"3704",3616695.4994999999180436134338378906250,8206.4094997899992449674755334854126,Bronx 288,"1133",1.9,4.9,13.9,4.4,1.1,21.9,7.5,18.5,8.5,17.3,"85893",Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,"1825 Eastchester Road, Bronx, NY 10461",Montefiore,"421","1,303,935","1954",40.849105299999998,-73.848374399999997
"2","2028800",Bronx,I,"028800","288",BX49,Pelham Parkway,"3704",3616695.4994999999180436134338378906250,8206.4094997899992449674755334854126,Bronx 288,"1133",1.9,4.9,13.9,4.4,1.1,21.9,7.5,18.5,8.5,17.3,"85893",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
