boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,BoroCTLbl,tract_race_acs2018_Total,tract_race_acs2018_White,tract_race_acs2018_Black,tract_race_acs2018_Native,tract_race_acs2018_Asian,tract_race_acs2018_Pacific Islander,tract_race_acs2018_Other,tract_race_acs2018_Two or More,Hospital N,Addresss,System,Number of,GFA,Year built,Latitude,Longitude
"2","2023501",Bronx,E,"023501","235.01",BX41,Mount Hope,"3707",731673.2651100000366568565368652343750,4891.9108287299995936336927115917206,Bronx 235.01,"3182","518","270","9","17","0","2316","52",St. Barnabas Hospital Health System,"4422 Third Avenue, Bronx, NY 10457",Others,"422","421,234","1943",40.853918000000000,-73.892580100000004
"2","2040302",Bronx,E,"040302","403.02",BX05,Bedford Park-Fordham North,"3706",682700.6616380000486969947814941406250,4475.2942259299998113419860601425171,Bronx 403.02,"4300","443","631","89","175","0","2825","137",St. Barnabas Hospital Health System,"4422 Third Avenue, Bronx, NY 10457",Others,"422","421,234","1943",40.853918000000000,-73.892580100000004
"2","2040302",Bronx,E,"040302","403.02",BX05,Bedford Park-Fordham North,"3706",682700.6616380000486969947814941406250,4475.2942259299998113419860601425171,Bronx 403.02,"4300","443","631","89","175","0","2825","137",North Central Bronx Hospital,"3424 Kossuth Avenue & 210th Street, Bronx, NY 10467",Health+,"213","204,200","1972",40.880474900000003,-73.883319200000003
"2","2026702",Bronx,E,"026702","267.02",BX28,Van Cortlandt Village,"3701",1819284.6400299998931586742401123046875,6366.4831349599999157362617552280426,Bronx 267.02,"7221","1105","1417","12","24","0","4472","191",New York-Presbyterian Hospital - Allen Hospital,"5141 Broadway, New York, NY 10034",NewYork-Presbyterian,"196","393,924","1988",40.873370299999998,-73.915299099999999
"2","2026702",Bronx,E,"026702","267.02",BX28,Van Cortlandt Village,"3701",1819284.6400299998931586742401123046875,6366.4831349599999157362617552280426,Bronx 267.02,"7221","1105","1417","12","24","0","4472","191",North Central Bronx Hospital,"3424 Kossuth Avenue & 210th Street, Bronx, NY 10467",Health+,"213","204,200","1972",40.880474900000003,-73.883319200000003
"4","4048000",Queens,E,"048000","480",QN61,Jamaica,"4112",2484765.3642600001767277717590332031250,6510.4248679100001027109101414680481,Queens 480,"2479","361","341","49","1085","0","558","85",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"2","2023302",Bronx,E,"023302","233.02",BX41,Mount Hope,"3707",678959.3540329999523237347602844238281,3601.9116144800000256509520113468170,Bronx 233.02,"3627","894","952","22","80","0","1637","42",BronxCare Hospital Center,"1650 Grand Concourse, Bronx, NY 10457",Mount Sinai,"415","480,769","1941",40.843471500000000,-73.913268500000001
"2","2023302",Bronx,E,"023302","233.02",BX41,Mount Hope,"3707",678959.3540329999523237347602844238281,3601.9116144800000256509520113468170,Bronx 233.02,"3627","894","952","22","80","0","1637","42",St. Barnabas Hospital Health System,"4422 Third Avenue, Bronx, NY 10457",Others,"422","421,234","1943",40.853918000000000,-73.892580100000004
"4","4018800",Queens,I,"018800","188",QN76,Baisley Park,"4112",1901478.5471600000746548175811767578125,6955.4645279699998354772105813026428,Queens 188,"1391","134","863","15","123","0","214","42",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4019200",Queens,E,"019200","192",QN76,Baisley Park,"4112",2141522.1078300001099705696105957031250,8038.5596797700000024633482098579407,Queens 192,"2090","180","1641","0","108","0","97","64",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4017400",Queens,E,"017400","174",QN55,South Ozone Park,"4113",2073990.6692600001115351915359497070313,7456.0795729600004051462747156620026,Queens 174,"2455","312","1009","38","479","0","506","111",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4017600",Queens,E,"017600","176",QN55,South Ozone Park,"4113",2068075.3993200000841170549392700195313,7440.4997929299997849739156663417816,Queens 176,"2170","202","1140","0","411","0","300","117",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4143500",Queens,I,"143500","1435",QN46,Bayside-Bayside Hills,"4104",3803289.0040500001050531864166259765625,8640.8459048900003836024552583694458,Queens 1435,"2303","848","0","0","1301","0","107","47",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
"4","4143500",Queens,I,"143500","1435",QN46,Bayside-Bayside Hills,"4104",3803289.0040500001050531864166259765625,8640.8459048900003836024552583694458,Queens 1435,"2303","848","0","0","1301","0","107","47",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4013800",Queens,E,"013800","138",QN60,Kew Gardens,"4111",1828863.7950200000777840614318847656250,8140.4217814200001157587394118309021,Queens 138,"3759","1508","132","76","1172","0","732","139",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4028400",Queens,E,"028400","284",QN76,Baisley Park,"4112",4618712.3842000002041459083557128906250,8934.8158782999998948071151971817017,Queens 284,"4157","88","3540","0","76","0","336","117",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4028400",Queens,E,"028400","284",QN76,Baisley Park,"4112",4618712.3842000002041459083557128906250,8934.8158782999998948071151971817017,Queens 284,"4157","88","3540","0","76","0","336","117",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4058000",Queens,I,"058000","580",QN34,Queens Village,"4105",5917014.3436300000175833702087402343750,11859.6976336000006995163857936859131,Queens 580,"3724","178","2925","10","53","59","312","187",Long Island Jewish Medical Center,"270-05 76th Ave, New Hyde Park, NY 11040",Northwell,"1025","2,014,617","1959",40.753290999999997,-73.709252199999995
"4","4071303",Queens,I,"071303","713.03",QN17,Forest Hills,"4108",1571444.1623800001107156276702880859375,6017.5170895700002802186645567417145,Queens 713.03,"5367","3935","102","0","902","0","157","271",Long Island Jewish Forest Hills,"102-01 66th Road, Forest Hills, NY 11375",Northwell,"312","289,415","1953",40.729058000000002,-73.853763200000003
"2","2032800",Bronx,E,"032800","328",BX07,Bronxdale,"3704",2202647.7838400001637637615203857421875,7120.2119331499998224899172782897949,Bronx 328,"3982","1019","750","56","345","0","1550","262",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
"4","4077902",Queens,I,"077902","779.02",QN37,Kew Gardens Hills,"4106",6065854.2709100004285573959350585937500,10935.8685728000000381143763661384583,Queens 779.02,"4879","4034","58","0","561","0","0","226",New York-Presbyterian/Queens,"56-45 Main Street, Flushing, NY 11355",NewYork-Presbyterian,"535","577,654","1957",40.747123799999997,-73.827554199999994
"4","4077902",Queens,I,"077902","779.02",QN37,Kew Gardens Hills,"4106",6065854.2709100004285573959350585937500,10935.8685728000000381143763661384583,Queens 779.02,"4879","4034","58","0","561","0","0","226",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4077907",Queens,E,"077907","779.07",QN37,Kew Gardens Hills,"4106",2307804.2559199999086558818817138671875,6170.5141792399999758345074951648712,Queens 779.07,"3278","2785","112","69","109","0","181","22",Queens Hospital Center,"82-68 164th Street, Jamaica, NY 11432",Health+,"269","1,254,367","1939",40.717169300000002,-73.805725199999998
"4","4017000",Queens,E,"017000","170",QN55,South Ozone Park,"4113",2379227.1312500000931322574615478515625,7740.7021373600000515580177307128906,Queens 170,"2665","208","589","130","1073","0","533","132",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"4","4019400",Queens,I,"019400","194",QN01,South Jamaica,"4112",3230544.2380400002002716064453125000000,7753.7250222700004087528213858604431,Queens 194,"2965","91","1623","0","332","0","618","301",Jamaica Hospital Medical Center,"89-10 Van Wyck Expressway, Jamaica, NY 11418",Others,"402","484,470","1987",40.700592999999998,-73.818528700000002
"3","3097400",Brooklyn,I,"097400","974",BK50,Canarsie,"4009",2712076.7233799998648464679718017578125,7198.0958529299996371264569461345673,Brooklyn 974,"2873","437","2256","18","70","0","73","19",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3044500",Brooklyn,E,"044500","445",BK77,Bushwick North,"4002",1827456.0635100000072270631790161132813,5590.8547330600003988365642726421356,Brooklyn 445,"4796","1674","420","81","480","0","1948","193",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"3","3044700",Brooklyn,I,"044700","447",BK77,Bushwick North,"4002",1752616.2693400001153349876403808593750,5524.5977061699995829258114099502563,Brooklyn 447,"2378","1102","454","0","90","4","648","80",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"3","3006600",Brooklyn,I,"006600","66",BK31,Bay Ridge,"4013",1653273.3575599999167025089263916015625,5243.9252225000000180443748831748962,Brooklyn 66,"3645","2898","30","87","406","0","157","67",NYU Langone Hospital-Brooklyn,"150 55th Street, Brooklyn, NY 11220",NYU Langone,"444","460,000","1931",40.646667399999998,-74.023112200000000
"2","2051600",Bronx,I,"051600","516",BX10,Pelham Bay-Country Club-City Island,"3703",17277749.2855999991297721862792968750000,93472.2222091000003274530172348022461,Bronx 516,"4036","3266","4","0","226","0","375","165",Calvary Hospital Inc,"1740-70 Eastchester Road, Bronx, NY 10461",Others,"200","172,268","1977",40.848097899999999,-73.846059199999999
"3","3062000",Brooklyn,I,"062000","620",BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"4016",3439027.7387600000947713851928710937500,9588.7999461199997313087806105613708,Brooklyn 620,"1817","1766","0","0","51","0","0","0",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3039000",Brooklyn,E,"039000","390",BK25,Homecrest,"4016",1871911.3152399999089539051055908203125,6671.6295522700002038618549704551697,Brooklyn 390,"2261","2113","6","0","77","0","5","60",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"2","2034000",Bronx,E,"034000","340",BX07,Bronxdale,"3704",1704073.0636700000613927841186523437500,5860.1788347100000464706681668758392,Bronx 340,"5464","1000","2331","116","125","43","1434","415",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
"2","2034000",Bronx,E,"034000","340",BX07,Bronxdale,"3704",1704073.0636700000613927841186523437500,5860.1788347100000464706681668758392,Bronx 340,"5464","1000","2331","116","125","43","1434","415",Montefiore Medical Center - Henry & Lucy Moses Div,"111 East 210th Street, Bronx, NY 10467",Montefiore,"816","895,256","1972",40.879971900000001,-73.882069999999999
"3","3004900",Brooklyn,I,"004900","49",BK33,Carroll Gardens-Columbia Street-Red Hook,"4005",1051003.1114399998914450407028198242188,5528.9917987199996787239797413349152,Brooklyn 49,"2718","1793","392","0","256","0","66","211",NYU Langone Health-Cobble Hill,"83 Amity Street, Brooklyn, NY 11201",NYU Langone,"145","258,000","1900",40.690142500000000,-74.000112799999997
"3","3009400",Brooklyn,E,"009400","94",BK34,Sunset Park East,"4012",1625600.9105799999088048934936523437500,5203.5839621699997223913669586181641,Brooklyn 94,"5253","979","96","0","3228","0","827","123",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3009600",Brooklyn,E,"009600","96",BK34,Sunset Park East,"4012",1622766.5859499999787658452987670898438,5203.0737153099998977268114686012268,Brooklyn 96,"6218","2553","230","0","1591","0","1672","172",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3008200",Brooklyn,E,"008200","82",BK32,Sunset Park West,"4012",1517026.0992799999658018350601196289063,4989.6867497299999740789644420146942,Brooklyn 82,"3942","1335","200","83","502","0","1638","184",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3008200",Brooklyn,E,"008200","82",BK32,Sunset Park West,"4012",1517026.0992799999658018350601196289063,4989.6867497299999740789644420146942,Brooklyn 82,"3942","1335","200","83","502","0","1638","184",Calvary Hospital,"150 55th Street, Brooklyn, NY 11220",Others,"25","460,000","1931",40.646512999999999,-74.021777400000005
"3","3008600",Brooklyn,I,"008600","86",BK34,Sunset Park East,"4012",1221916.7983500000555068254470825195313,4685.2449353499996504979208111763000,Brooklyn 86,"0","0","0","0","0","0","0","0",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3117602",Brooklyn,E,"117602","1176.02",BK83,Cypress Hills-City Line,"4008",1548008.0032800000626593828201293945313,5876.2149307199997565476223826408386,Brooklyn 1176.02,"3000","1277","709","0","43","0","861","110",Brookdale Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",Others,"530","511,776","1961",40.654917200000000,-73.914885799999993
"3","3117602",Brooklyn,E,"117602","1176.02",BK83,Cypress Hills-City Line,"4008",1548008.0032800000626593828201293945313,5876.2149307199997565476223826408386,Brooklyn 1176.02,"3000","1277","709","0","43","0","861","110",Wyckoff Heights Medical Center,"374 Stockholm Street, Brooklyn, NY 11237",Others,"324","360,000","1931",40.704085999999997,-73.919938000000002
"3","3117602",Brooklyn,E,"117602","1176.02",BK83,Cypress Hills-City Line,"4008",1548008.0032800000626593828201293945313,5876.2149307199997565476223826408386,Brooklyn 1176.02,"3000","1277","709","0","43","0","861","110",Long Island Jewish Forest Hills,"102-01 66th Road, Forest Hills, NY 11375",Northwell,"312","289,415","1953",40.729058000000002,-73.853763200000003
"3","3034900",Brooklyn,E,"034900","349",BK61,Crown Heights North,"4006",1756872.7664999999105930328369140625000,6098.1334571799998229835182428359985,Brooklyn 349,"6113","604","4819","0","127","0","407","156",Kingsbrook Jewish Medical Center,"585 Schenectady Avenue, Brooklyn, NY 11203",SUNY,"303","297,200","1975",40.659372599999998,-73.935438700000006
"3","3034900",Brooklyn,E,"034900","349",BK61,Crown Heights North,"4006",1756872.7664999999105930328369140625000,6098.1334571799998229835182428359985,Brooklyn 349,"6113","604","4819","0","127","0","407","156",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3035100",Brooklyn,E,"035100","351",BK61,Crown Heights North,"4006",1755149.8075500000268220901489257812500,6101.3034336299997448804788291454315,Brooklyn 351,"4295","963","2565","12","39","0","474","242",Kingsbrook Jewish Medical Center,"585 Schenectady Avenue, Brooklyn, NY 11203",SUNY,"303","297,200","1975",40.659372599999998,-73.935438700000006
"3","3035100",Brooklyn,E,"035100","351",BK61,Crown Heights North,"4006",1755149.8075500000268220901489257812500,6101.3034336299997448804788291454315,Brooklyn 351,"4295","963","2565","12","39","0","474","242",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3064200",Brooklyn,E,"064200","642",BK44,Madison,"4016",2530379.2992799999192357063293457031250,6854.4350648700001329416409134864807,Brooklyn 642,"2276","1829","89","0","184","0","72","102","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3064200",Brooklyn,E,"064200","642",BK44,Madison,"4016",2530379.2992799999192357063293457031250,6854.4350648700001329416409134864807,Brooklyn 642,"2276","1829","89","0","184","0","72","102",Mount Sinai Brooklyn,"3201 Kings Highway, Brooklyn, NY 11234",Mount Sinai,"212","151,720","1947",40.618764499999997,-73.945012500000004
"3","3064400",Brooklyn,I,"064400","644",BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,"4009",2145902.1964300000108778476715087890625,6505.5312610299997686524875462055206,Brooklyn 644,"3021","2187","81","21","635","0","54","43","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3064400",Brooklyn,I,"064400","644",BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,"4009",2145902.1964300000108778476715087890625,6505.5312610299997686524875462055206,Brooklyn 644,"3021","2187","81","21","635","0","54","43",Mount Sinai Brooklyn,"3201 Kings Highway, Brooklyn, NY 11234",Mount Sinai,"212","151,720","1947",40.618764499999997,-73.945012500000004
"4","4005500",Queens,I,"005500","55",QN68,Queensbridge-Ravenswood-Long Island City,"4101",1786237.8933300001081079244613647460938,5268.3013083400001050904393196105957,Queens 55,"860","330","20","7","258","0","241","4",Mount Sinai Hospital - Mount Sinai Hospital of Queens,"25-10 30th Avenue, Long Island City, NY 11102",Mount Sinai,"228","217,951","1950",40.768388899999998,-73.927083999999994
"1","1011900",Manhattan,I,"011900","119",MN17,Midtown-Midtown South,"3807",1911310.5219000000506639480590820312500,5722.0903393199996571638621389865875,Manhattan 119,"1097","416","565","0","42","12","51","11",NYU Langone Hospitals,"550 First Avenue, New York, NY 10016",NYU Langone,"844","1,153,372","1900",40.742126499999998,-73.976152900000002
"1","1011900",Manhattan,I,"011900","119",MN17,Midtown-Midtown South,"3807",1911310.5219000000506639480590820312500,5722.0903393199996571638621389865875,Manhattan 119,"1097","416","565","0","42","12","51","11",Mount Sinai West,"1000 Tenth Avenue, New York, NY 10019",Mount Sinai,"514","1,104,505","1992",40.770002200000000,-73.989668399999999
"1","1012500",Manhattan,I,"012500","125",MN17,Midtown-Midtown South,"3807",1875481.6206600000150501728057861328125,5683.9370714799997585942037403583527,Manhattan 125,"2407","1429","48","0","709","0","105","116",Mount Sinai West,"1000 Tenth Avenue, New York, NY 10019",Mount Sinai,"514","1,104,505","1992",40.770002200000000,-73.989668399999999
"4","4115900",Queens,E,"115900","1159",QN51,Murray Hill,"4103",3326142.8698300002142786979675292968750,7333.5703293599999597063288092613220,Queens 1159,"4097","589","11","12","3087","0","194","204",Flushing Hospital Medical Center,"4500 Parsons Blvd, Flushing, NY 11355",Others,"299","131,000","1958",40.755271800000003,-73.818806600000002
"1","1022500",Manhattan,E,"022500","225",MN04,Hamilton Heights,"3802",2960365.5319300000555813312530517578125,7936.6339676500001587555743753910065,Manhattan 225,"10495","2547","3285","13","452","0","2184","2014",Harlem Hospital Center,"506 Lenox Avenue, New York, NY 10037",Health+,"282","1,267,362","1965",40.814232699999998,-73.941798800000001
"1","1022500",Manhattan,E,"022500","225",MN04,Hamilton Heights,"3802",2960365.5319300000555813312530517578125,7936.6339676500001587555743753910065,Manhattan 225,"10495","2547","3285","13","452","0","2184","2014",New York-Presbyterian Hospital - Columbia Presbyterian Center,"622 West 168th Street, New York, NY 10032",NewYork-Presbyterian,"1022","3,693,539","1930",40.841246599999998,-73.943159300000005
"1","1022500",Manhattan,E,"022500","225",MN04,Hamilton Heights,"3802",2960365.5319300000555813312530517578125,7936.6339676500001587555743753910065,Manhattan 225,"10495","2547","3285","13","452","0","2184","2014",Mount Sinai St. Luke's,"1111 Amsterdam Avenue, New York, NY 10025",Mount Sinai,"495","148,067","1906",40.805552300000002,-73.963503900000006
"1","1029300",Manhattan,E,"029300","293",MN01,Marble Hill-Inwood,"3801",1690644.7036600001156330108642578125000,5489.6238089700000273296609520912170,Manhattan 293,"8869","2528","1004","79","110","0","4611","537",New York-Presbyterian Hospital - Allen Hospital,"5141 Broadway, New York, NY 10034",NewYork-Presbyterian,"196","393,924","1988",40.873370299999998,-73.915299099999999
"3","3020000",Brooklyn,E,"020000","200",BK30,Dyker Heights,"4013",1451580.2555700000375509262084960937500,5280.9420564900001409114338457584381,Brooklyn 200,"2427","1214","11","0","884","0","311","7",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3020200",Brooklyn,I,"020200","202",BK30,Dyker Heights,"4013",1451352.4918800001032650470733642578125,5281.1229393900002833106555044651031,Brooklyn 202,"1910","1282","0","33","581","0","0","14",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3016800",Brooklyn,I,"016800","168",BK27,Bath Beach,"4017",1767486.7569500000681728124618530273438,5646.9618342399999164626933634281158,Brooklyn 168,"1734","1109","0","0","570","0","7","48",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"2","2015800",Bronx,I,"015800","158",BX52,Schuylerville-Throgs Neck-Edgewater Park,"3703",1751816.3262100000865757465362548828125,5918.6909443499998815241269767284393,Bronx 158,"1082","483","70","0","30","0","412","87",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"2","2015800",Bronx,I,"015800","158",BX52,Schuylerville-Throgs Neck-Edgewater Park,"3703",1751816.3262100000865757465362548828125,5918.6909443499998815241269767284393,Bronx 158,"1082","483","70","0","30","0","412","87",Calvary Hospital Inc,"1740-70 Eastchester Road, Bronx, NY 10461",Others,"200","172,268","1977",40.848097899999999,-73.846059199999999
"1","1003001",Manhattan,E,"003001","30.01",MN27,Chinatown,"3809",1344750.5394099999684840440750122070313,4758.4608067400004074443131685256958,Manhattan 30.01,"3952","2519","148","0","656","0","347","282",New York Eye and Ear Infirmary of Mount Sinai,"310 East 14th Street, New York, NY 10003",Mount Sinai,"69","102,314","1967",40.731952700000001,-73.986776899999995
"2","2015200",Bronx,E,"015200","152",BX52,Schuylerville-Throgs Neck-Edgewater Park,"3703",3151751.2819900000467896461486816406250,8887.2223066999995353398844599723816,Bronx 152,"2586","1217","191","0","121","0","1003","54",Montefiore Medical Center - Montefiore Westchester Square,"2475 St. Raymond Avenue, Bronx, NY 10461",Montefiore,"140","137,189","1929",40.840657600000000,-73.850547199999994
"3","3058200",Brooklyn,E,"058200","582",BK25,Homecrest,"4016",1738266.6873000001069158315658569335938,5388.1231065900001340196467936038971,Brooklyn 582,"2759","1548","59","153","440","0","431","128",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3058200",Brooklyn,E,"058200","582",BK25,Homecrest,"4016",1738266.6873000001069158315658569335938,5388.1231065900001340196467936038971,Brooklyn 582,"2759","1548","59","153","440","0","431","128","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3055400",Brooklyn,E,"055400","554",BK25,Homecrest,"4016",1821785.6674299999140202999114990234375,5578.3645305999998527113348245620728,Brooklyn 554,"4444","3467","0","0","479","0","230","268","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3055600",Brooklyn,E,"055600","556",BK25,Homecrest,"4016",2079990.2786399999167770147323608398438,5871.3572284700003365287557244300842,Brooklyn 556,"3678","3038","30","0","442","0","73","95",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3055600",Brooklyn,E,"055600","556",BK25,Homecrest,"4016",2079990.2786399999167770147323608398438,5871.3572284700003365287557244300842,Brooklyn 556,"3678","3038","30","0","442","0","73","95","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3021700",Brooklyn,E,"021700","217",BK61,Crown Heights North,"4006",1281458.0476899999193847179412841796875,4576.3634300599997004610486328601837,Brooklyn 217,"3962","979","1895","0","311","0","620","157",Kings County Hospital Center,"451 Clarkson Avenue, Brooklyn, NY 11203",Health+,"639","1,503,150","1930",40.656885600000003,-73.946896199999998
"3","3021700",Brooklyn,E,"021700","217",BK61,Crown Heights North,"4006",1281458.0476899999193847179412841796875,4576.3634300599997004610486328601837,Brooklyn 217,"3962","979","1895","0","311","0","620","157",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3083400",Brooklyn,I,"083400","834",BK91,East Flatbush-Farragut,"4010",1355748.3336400000844150781631469726563,4991.0159825399996407213620841503143,Brooklyn 834,"1554","0","1406","0","93","0","0","55",University Hospital of Brooklyn (Downstate),"445 Lenox Road, Brooklyn, NY 11203",SUNY,"342","1,061,288","1956",40.655007400000002,-73.946440600000003
"3","3085400",Brooklyn,E,"085400","854",BK91,East Flatbush-Farragut,"4010",1385790.0685799999628216028213500976563,7324.9482514000001174281351268291473,Brooklyn 854,"1998","91","1684","0","3","0","132","88",University Hospital of Brooklyn (Downstate),"445 Lenox Road, Brooklyn, NY 11203",SUNY,"342","1,061,288","1956",40.655007400000002,-73.946440600000003
"2","2022403",Bronx,E,"022403","224.03",BX49,Pelham Parkway,"3704",1338120.9669699999503791332244873046875,5656.2527646299995467416010797023773,Bronx 224.03,"3374","858","769","31","27","0","1487","202",Jacobi Medical Center,"1400 Pelham Parkway, Bronx, NY 10461",Health+,"457","1,453,318","1957",40.855680900000003,-73.848425000000006
"1","1001600",Manhattan,I,"001600","16",MN27,Chinatown,"3809",2233319.5936500001698732376098632812500,6391.7883329599999342462979257106781,Manhattan 16,"7133","1535","131","0","5339","0","108","20",New York-Presbyterian/Lower Manhattan Hospital,"170 William Street, New York, NY 10038",NewYork-Presbyterian,"180","301,941","1968",40.710363200000003,-74.007291699999996
"1","1001600",Manhattan,I,"001600","16",MN27,Chinatown,"3809",2233319.5936500001698732376098632812500,6391.7883329599999342462979257106781,Manhattan 16,"7133","1535","131","0","5339","0","108","20",New York Eye and Ear Infirmary of Mount Sinai,"310 East 14th Street, New York, NY 10003",Mount Sinai,"69","102,314","1967",40.731952700000001,-73.986776899999995
"3","3046201",Brooklyn,E,"046201","462.01",BK42,Flatbush,"4015",1381203.7748400000855326652526855468750,4984.0992267999999967287294566631317,Brooklyn 462.01,"2399","2032","14","0","320","0","33","0","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3046201",Brooklyn,E,"046201","462.01",BK42,Flatbush,"4015",1381203.7748400000855326652526855468750,4984.0992267999999967287294566631317,Brooklyn 462.01,"2399","2032","14","0","320","0","33","0",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
