"","Provider Name","DRG_num","Discharge_Year","Variable","YoY_Change","system"
"263","CONEY ISLAND HOSPITAL","312",2017,"Total_Payments",5.9,"Health+"
"264","CONEY ISLAND HOSPITAL","312",2017,"Non_Medicare_Payments",-7,"Health+"
"265","CONEY ISLAND HOSPITAL","392",2015,"Discharges",-2.6,"Health+"
"266","CONEY ISLAND HOSPITAL","392",2015,"Medicare_Payments",-13.4,"Health+"
"267","CONEY ISLAND HOSPITAL","392",2015,"Total_Payments",-13.4,"Health+"
"268","CONEY ISLAND HOSPITAL","392",2015,"Non_Medicare_Payments",-13.3,"Health+"
"269","CONEY ISLAND HOSPITAL","392",2016,"Discharges",-14.5,"Health+"
"270","CONEY ISLAND HOSPITAL","392",2016,"Medicare_Payments",-6.9,"Health+"
"271","CONEY ISLAND HOSPITAL","392",2016,"Total_Payments",-6.1,"Health+"
"272","CONEY ISLAND HOSPITAL","392",2016,"Non_Medicare_Payments",-1.7,"Health+"
"273","CONEY ISLAND HOSPITAL","392",2017,"Discharges",3.1,"Health+"
"274","CONEY ISLAND HOSPITAL","392",2017,"Medicare_Payments",28.5,"Health+"
"275","CONEY ISLAND HOSPITAL","392",2017,"Total_Payments",32.2,"Health+"
"276","CONEY ISLAND HOSPITAL","392",2017,"Non_Medicare_Payments",49.7,"Health+"
"277","CONEY ISLAND HOSPITAL","470",2015,"Discharges",NA,"Health+"
"278","CONEY ISLAND HOSPITAL","470",2015,"Medicare_Payments",NA,"Health+"
"279","CONEY ISLAND HOSPITAL","470",2015,"Total_Payments",NA,"Health+"
"280","CONEY ISLAND HOSPITAL","470",2015,"Non_Medicare_Payments",NA,"Health+"
"281","CONEY ISLAND HOSPITAL","470",2016,"Discharges",-7.7,"Health+"
"282","CONEY ISLAND HOSPITAL","470",2016,"Medicare_Payments",-3.6,"Health+"
"283","CONEY ISLAND HOSPITAL","470",2016,"Total_Payments",-4.9,"Health+"
"284","CONEY ISLAND HOSPITAL","470",2016,"Non_Medicare_Payments",-16.1,"Health+"
"285","CONEY ISLAND HOSPITAL","470",2017,"Discharges",16.7,"Health+"
"286","CONEY ISLAND HOSPITAL","470",2017,"Medicare_Payments",3.4,"Health+"
"287","CONEY ISLAND HOSPITAL","470",2017,"Total_Payments",3.5,"Health+"
"288","CONEY ISLAND HOSPITAL","470",2017,"Non_Medicare_Payments",5,"Health+"
"289","CONEY ISLAND HOSPITAL","871",2015,"Discharges",24.6,"Health+"
"290","CONEY ISLAND HOSPITAL","871",2015,"Medicare_Payments",-8.6,"Health+"
"291","CONEY ISLAND HOSPITAL","871",2015,"Total_Payments",-7.5,"Health+"
"292","CONEY ISLAND HOSPITAL","871",2015,"Non_Medicare_Payments",2.8,"Health+"
"293","CONEY ISLAND HOSPITAL","871",2016,"Discharges",-6.8,"Health+"
"294","CONEY ISLAND HOSPITAL","871",2016,"Medicare_Payments",-0.3,"Health+"
"295","CONEY ISLAND HOSPITAL","871",2016,"Total_Payments",-0.1,"Health+"
"296","CONEY ISLAND HOSPITAL","871",2016,"Non_Medicare_Payments",1.7,"Health+"
"297","CONEY ISLAND HOSPITAL","871",2017,"Discharges",-8.8,"Health+"
"298","CONEY ISLAND HOSPITAL","871",2017,"Medicare_Payments",-1.6,"Health+"
"299","CONEY ISLAND HOSPITAL","871",2017,"Total_Payments",-0.7,"Health+"
"300","CONEY ISLAND HOSPITAL","871",2017,"Non_Medicare_Payments",7.1,"Health+"
"301","ELMHURST HOSPITAL CENTER","291",2015,"Discharges",80,"Health+"
"302","ELMHURST HOSPITAL CENTER","291",2015,"Medicare_Payments",-3.8,"Health+"
"303","ELMHURST HOSPITAL CENTER","291",2015,"Total_Payments",-4.1,"Health+"
"304","ELMHURST HOSPITAL CENTER","291",2015,"Non_Medicare_Payments",-7.3,"Health+"
"305","ELMHURST HOSPITAL CENTER","291",2016,"Discharges",0,"Health+"
"306","ELMHURST HOSPITAL CENTER","291",2016,"Medicare_Payments",7.1,"Health+"
"307","ELMHURST HOSPITAL CENTER","291",2016,"Total_Payments",9.5,"Health+"
"308","ELMHURST HOSPITAL CENTER","291",2016,"Non_Medicare_Payments",38.3,"Health+"
"309","ELMHURST HOSPITAL CENTER","291",2017,"Discharges",38.9,"Health+"
"310","ELMHURST HOSPITAL CENTER","291",2017,"Medicare_Payments",-5.2,"Health+"
"311","ELMHURST HOSPITAL CENTER","291",2017,"Total_Payments",-5.4,"Health+"
"312","ELMHURST HOSPITAL CENTER","291",2017,"Non_Medicare_Payments",-7,"Health+"
"313","ELMHURST HOSPITAL CENTER","312",2015,"Discharges",-6.1,"Health+"
"314","ELMHURST HOSPITAL CENTER","312",2015,"Medicare_Payments",-1,"Health+"
"315","ELMHURST HOSPITAL CENTER","312",2015,"Total_Payments",-2,"Health+"
"316","ELMHURST HOSPITAL CENTER","312",2015,"Non_Medicare_Payments",-10,"Health+"
"317","ELMHURST HOSPITAL CENTER","312",2016,"Discharges",-29.9,"Health+"
"318","ELMHURST HOSPITAL CENTER","312",2016,"Medicare_Payments",-3,"Health+"
"319","ELMHURST HOSPITAL CENTER","312",2016,"Total_Payments",2.3,"Health+"
"320","ELMHURST HOSPITAL CENTER","312",2016,"Non_Medicare_Payments",51.2,"Health+"
"321","ELMHURST HOSPITAL CENTER","312",2017,"Discharges",-18.5,"Health+"
"322","ELMHURST HOSPITAL CENTER","312",2017,"Medicare_Payments",0.5,"Health+"
"323","ELMHURST HOSPITAL CENTER","312",2017,"Total_Payments",-0.5,"Health+"
"324","ELMHURST HOSPITAL CENTER","312",2017,"Non_Medicare_Payments",-6.5,"Health+"
"325","ELMHURST HOSPITAL CENTER","392",2015,"Discharges",11.8,"Health+"
"326","ELMHURST HOSPITAL CENTER","392",2015,"Medicare_Payments",-6.4,"Health+"
"327","ELMHURST HOSPITAL CENTER","392",2015,"Total_Payments",-4.4,"Health+"
"328","ELMHURST HOSPITAL CENTER","392",2015,"Non_Medicare_Payments",13.7,"Health+"
"329","ELMHURST HOSPITAL CENTER","392",2016,"Discharges",-26.3,"Health+"
"330","ELMHURST HOSPITAL CENTER","392",2016,"Medicare_Payments",-0.6,"Health+"
"331","ELMHURST HOSPITAL CENTER","392",2016,"Total_Payments",-1.1,"Health+"
"332","ELMHURST HOSPITAL CENTER","392",2016,"Non_Medicare_Payments",-5,"Health+"
"333","ELMHURST HOSPITAL CENTER","392",2017,"Discharges",-17.9,"Health+"
"334","ELMHURST HOSPITAL CENTER","392",2017,"Medicare_Payments",-6.1,"Health+"
"335","ELMHURST HOSPITAL CENTER","392",2017,"Total_Payments",-2.7,"Health+"
"336","ELMHURST HOSPITAL CENTER","392",2017,"Non_Medicare_Payments",23.5,"Health+"
"337","ELMHURST HOSPITAL CENTER","470",2015,"Discharges",NA,"Health+"
"338","ELMHURST HOSPITAL CENTER","470",2015,"Medicare_Payments",NA,"Health+"
"339","ELMHURST HOSPITAL CENTER","470",2015,"Total_Payments",NA,"Health+"
"340","ELMHURST HOSPITAL CENTER","470",2015,"Non_Medicare_Payments",NA,"Health+"
"341","ELMHURST HOSPITAL CENTER","470",2016,"Discharges",NA,"Health+"
"342","ELMHURST HOSPITAL CENTER","470",2016,"Medicare_Payments",NA,"Health+"
"343","ELMHURST HOSPITAL CENTER","470",2016,"Total_Payments",NA,"Health+"
"344","ELMHURST HOSPITAL CENTER","470",2016,"Non_Medicare_Payments",NA,"Health+"
"345","ELMHURST HOSPITAL CENTER","470",2017,"Discharges",NA,"Health+"
"346","ELMHURST HOSPITAL CENTER","470",2017,"Medicare_Payments",NA,"Health+"
"347","ELMHURST HOSPITAL CENTER","470",2017,"Total_Payments",NA,"Health+"
"348","ELMHURST HOSPITAL CENTER","470",2017,"Non_Medicare_Payments",NA,"Health+"
"349","ELMHURST HOSPITAL CENTER","871",2015,"Discharges",26.3,"Health+"
"350","ELMHURST HOSPITAL CENTER","871",2015,"Medicare_Payments",-3.2,"Health+"
"351","ELMHURST HOSPITAL CENTER","871",2015,"Total_Payments",-3.1,"Health+"
"352","ELMHURST HOSPITAL CENTER","871",2015,"Non_Medicare_Payments",-1.6,"Health+"
"353","ELMHURST HOSPITAL CENTER","871",2016,"Discharges",-9.6,"Health+"
"354","ELMHURST HOSPITAL CENTER","871",2016,"Medicare_Payments",4.4,"Health+"
"355","ELMHURST HOSPITAL CENTER","871",2016,"Total_Payments",5.6,"Health+"
"356","ELMHURST HOSPITAL CENTER","871",2016,"Non_Medicare_Payments",17.8,"Health+"
"357","ELMHURST HOSPITAL CENTER","871",2017,"Discharges",1.8,"Health+"
"358","ELMHURST HOSPITAL CENTER","871",2017,"Medicare_Payments",-11.2,"Health+"
"359","ELMHURST HOSPITAL CENTER","871",2017,"Total_Payments",-9.5,"Health+"
"360","ELMHURST HOSPITAL CENTER","871",2017,"Non_Medicare_Payments",6.3,"Health+"
"361","FLUSHING HOSPITAL MEDICAL CENTER","291",2015,"Discharges",-1.7,"Others"
"362","FLUSHING HOSPITAL MEDICAL CENTER","291",2015,"Medicare_Payments",-3.8,"Others"
"363","FLUSHING HOSPITAL MEDICAL CENTER","291",2015,"Total_Payments",-3.3,"Others"
"364","FLUSHING HOSPITAL MEDICAL CENTER","291",2015,"Non_Medicare_Payments",-0.1,"Others"
"365","FLUSHING HOSPITAL MEDICAL CENTER","291",2016,"Discharges",-30.5,"Others"
"366","FLUSHING HOSPITAL MEDICAL CENTER","291",2016,"Medicare_Payments",7.3,"Others"
"367","FLUSHING HOSPITAL MEDICAL CENTER","291",2016,"Total_Payments",14.6,"Others"
"368","FLUSHING HOSPITAL MEDICAL CENTER","291",2016,"Non_Medicare_Payments",61,"Others"
"369","FLUSHING HOSPITAL MEDICAL CENTER","291",2017,"Discharges",68.3,"Others"
"370","FLUSHING HOSPITAL MEDICAL CENTER","291",2017,"Medicare_Payments",-6.6,"Others"
"371","FLUSHING HOSPITAL MEDICAL CENTER","291",2017,"Total_Payments",-13.3,"Others"
"372","FLUSHING HOSPITAL MEDICAL CENTER","291",2017,"Non_Medicare_Payments",-42,"Others"
"373","FLUSHING HOSPITAL MEDICAL CENTER","312",2015,"Discharges",13.1,"Others"
"374","FLUSHING HOSPITAL MEDICAL CENTER","312",2015,"Medicare_Payments",-2.4,"Others"
"375","FLUSHING HOSPITAL MEDICAL CENTER","312",2015,"Total_Payments",-1,"Others"
"376","FLUSHING HOSPITAL MEDICAL CENTER","312",2015,"Non_Medicare_Payments",6.3,"Others"
"377","FLUSHING HOSPITAL MEDICAL CENTER","312",2016,"Discharges",7.1,"Others"
"378","FLUSHING HOSPITAL MEDICAL CENTER","312",2016,"Medicare_Payments",2.7,"Others"
"379","FLUSHING HOSPITAL MEDICAL CENTER","312",2016,"Total_Payments",1.2,"Others"
"380","FLUSHING HOSPITAL MEDICAL CENTER","312",2016,"Non_Medicare_Payments",-6.2,"Others"
"381","FLUSHING HOSPITAL MEDICAL CENTER","312",2017,"Discharges",-34.2,"Others"
"382","FLUSHING HOSPITAL MEDICAL CENTER","312",2017,"Medicare_Payments",-2.4,"Others"
"383","FLUSHING HOSPITAL MEDICAL CENTER","312",2017,"Total_Payments",3,"Others"
"384","FLUSHING HOSPITAL MEDICAL CENTER","312",2017,"Non_Medicare_Payments",31.3,"Others"
"385","FLUSHING HOSPITAL MEDICAL CENTER","392",2015,"Discharges",-2.4,"Others"
"386","FLUSHING HOSPITAL MEDICAL CENTER","392",2015,"Medicare_Payments",-1,"Others"
"387","FLUSHING HOSPITAL MEDICAL CENTER","392",2015,"Total_Payments",-4.5,"Others"
"388","FLUSHING HOSPITAL MEDICAL CENTER","392",2015,"Non_Medicare_Payments",-17.5,"Others"
"389","FLUSHING HOSPITAL MEDICAL CENTER","392",2016,"Discharges",17.5,"Others"
"390","FLUSHING HOSPITAL MEDICAL CENTER","392",2016,"Medicare_Payments",0.2,"Others"
"391","FLUSHING HOSPITAL MEDICAL CENTER","392",2016,"Total_Payments",3.1,"Others"
"392","FLUSHING HOSPITAL MEDICAL CENTER","392",2016,"Non_Medicare_Payments",16.2,"Others"
"393","FLUSHING HOSPITAL MEDICAL CENTER","392",2017,"Discharges",10.6,"Others"
"394","FLUSHING HOSPITAL MEDICAL CENTER","392",2017,"Medicare_Payments",-1.3,"Others"
"395","FLUSHING HOSPITAL MEDICAL CENTER","392",2017,"Total_Payments",-3.7,"Others"
"396","FLUSHING HOSPITAL MEDICAL CENTER","392",2017,"Non_Medicare_Payments",-12.8,"Others"
"397","FLUSHING HOSPITAL MEDICAL CENTER","470",2015,"Discharges",-27.3,"Others"
"398","FLUSHING HOSPITAL MEDICAL CENTER","470",2015,"Medicare_Payments",-5.5,"Others"
"399","FLUSHING HOSPITAL MEDICAL CENTER","470",2015,"Total_Payments",-4.3,"Others"
"400","FLUSHING HOSPITAL MEDICAL CENTER","470",2015,"Non_Medicare_Payments",7.2,"Others"
"401","FLUSHING HOSPITAL MEDICAL CENTER","470",2016,"Discharges",8.3,"Others"
"402","FLUSHING HOSPITAL MEDICAL CENTER","470",2016,"Medicare_Payments",0.3,"Others"
"403","FLUSHING HOSPITAL MEDICAL CENTER","470",2016,"Total_Payments",4.9,"Others"
"404","FLUSHING HOSPITAL MEDICAL CENTER","470",2016,"Non_Medicare_Payments",45.4,"Others"
"405","FLUSHING HOSPITAL MEDICAL CENTER","470",2017,"Discharges",15.4,"Others"
"406","FLUSHING HOSPITAL MEDICAL CENTER","470",2017,"Medicare_Payments",3.8,"Others"
"407","FLUSHING HOSPITAL MEDICAL CENTER","470",2017,"Total_Payments",-0.8,"Others"
"408","FLUSHING HOSPITAL MEDICAL CENTER","470",2017,"Non_Medicare_Payments",-28.8,"Others"
"409","FLUSHING HOSPITAL MEDICAL CENTER","871",2015,"Discharges",12.6,"Others"
"410","FLUSHING HOSPITAL MEDICAL CENTER","871",2015,"Medicare_Payments",-4.2,"Others"
"411","FLUSHING HOSPITAL MEDICAL CENTER","871",2015,"Total_Payments",-5.1,"Others"
"412","FLUSHING HOSPITAL MEDICAL CENTER","871",2015,"Non_Medicare_Payments",-11,"Others"
"413","FLUSHING HOSPITAL MEDICAL CENTER","871",2016,"Discharges",-13.5,"Others"
"414","FLUSHING HOSPITAL MEDICAL CENTER","871",2016,"Medicare_Payments",3.7,"Others"
"415","FLUSHING HOSPITAL MEDICAL CENTER","871",2016,"Total_Payments",3.5,"Others"
"416","FLUSHING HOSPITAL MEDICAL CENTER","871",2016,"Non_Medicare_Payments",2.3,"Others"
"417","FLUSHING HOSPITAL MEDICAL CENTER","871",2017,"Discharges",-17.8,"Others"
"418","FLUSHING HOSPITAL MEDICAL CENTER","871",2017,"Medicare_Payments",-2.9,"Others"
"419","FLUSHING HOSPITAL MEDICAL CENTER","871",2017,"Total_Payments",-2,"Others"
"420","FLUSHING HOSPITAL MEDICAL CENTER","871",2017,"Non_Medicare_Payments",4.5,"Others"
"421","HARLEM HOSPITAL CENTER","291",2015,"Discharges",123.1,"Health+"
"422","HARLEM HOSPITAL CENTER","291",2015,"Medicare_Payments",-5.7,"Health+"
"423","HARLEM HOSPITAL CENTER","291",2015,"Total_Payments",-5.8,"Health+"
"424","HARLEM HOSPITAL CENTER","291",2015,"Non_Medicare_Payments",-7.6,"Health+"
"425","HARLEM HOSPITAL CENTER","291",2016,"Discharges",-44.8,"Health+"
"426","HARLEM HOSPITAL CENTER","291",2016,"Medicare_Payments",0,"Health+"
"427","HARLEM HOSPITAL CENTER","291",2016,"Total_Payments",0.9,"Health+"
"428","HARLEM HOSPITAL CENTER","291",2016,"Non_Medicare_Payments",8.5,"Health+"
"429","HARLEM HOSPITAL CENTER","291",2017,"Discharges",18.8,"Health+"
"430","HARLEM HOSPITAL CENTER","291",2017,"Medicare_Payments",-3.6,"Health+"
"431","HARLEM HOSPITAL CENTER","291",2017,"Total_Payments",-4.3,"Health+"
"432","HARLEM HOSPITAL CENTER","291",2017,"Non_Medicare_Payments",-10.3,"Health+"
"433","HARLEM HOSPITAL CENTER","312",2015,"Discharges",NA,"Health+"
"434","HARLEM HOSPITAL CENTER","312",2015,"Medicare_Payments",NA,"Health+"
"435","HARLEM HOSPITAL CENTER","312",2015,"Total_Payments",NA,"Health+"
"436","HARLEM HOSPITAL CENTER","312",2015,"Non_Medicare_Payments",NA,"Health+"
"437","HARLEM HOSPITAL CENTER","312",2016,"Discharges",84.2,"Health+"
"438","HARLEM HOSPITAL CENTER","312",2016,"Medicare_Payments",-8.2,"Health+"
"439","HARLEM HOSPITAL CENTER","312",2016,"Total_Payments",-6.4,"Health+"
"440","HARLEM HOSPITAL CENTER","312",2016,"Non_Medicare_Payments",7.6,"Health+"
"441","HARLEM HOSPITAL CENTER","312",2017,"Discharges",-40,"Health+"
"442","HARLEM HOSPITAL CENTER","312",2017,"Medicare_Payments",-4.8,"Health+"
"443","HARLEM HOSPITAL CENTER","312",2017,"Total_Payments",-6.1,"Health+"
"444","HARLEM HOSPITAL CENTER","312",2017,"Non_Medicare_Payments",-14.4,"Health+"
"445","HARLEM HOSPITAL CENTER","392",2015,"Discharges",-29.6,"Health+"
"446","HARLEM HOSPITAL CENTER","392",2015,"Medicare_Payments",-5.1,"Health+"
"447","HARLEM HOSPITAL CENTER","392",2015,"Total_Payments",-7.3,"Health+"
"448","HARLEM HOSPITAL CENTER","392",2015,"Non_Medicare_Payments",-23.8,"Health+"
"449","HARLEM HOSPITAL CENTER","392",2016,"Discharges",73.7,"Health+"
"450","HARLEM HOSPITAL CENTER","392",2016,"Medicare_Payments",-2.1,"Health+"
"451","HARLEM HOSPITAL CENTER","392",2016,"Total_Payments",1,"Health+"
"452","HARLEM HOSPITAL CENTER","392",2016,"Non_Medicare_Payments",29.8,"Health+"
"453","HARLEM HOSPITAL CENTER","392",2017,"Discharges",-30.3,"Health+"
"454","HARLEM HOSPITAL CENTER","392",2017,"Medicare_Payments",-7.3,"Health+"
"455","HARLEM HOSPITAL CENTER","392",2017,"Total_Payments",-4.3,"Health+"
"456","HARLEM HOSPITAL CENTER","392",2017,"Non_Medicare_Payments",17.1,"Health+"
"457","HARLEM HOSPITAL CENTER","871",2015,"Discharges",28.3,"Health+"
"458","HARLEM HOSPITAL CENTER","871",2015,"Medicare_Payments",-2.3,"Health+"
"459","HARLEM HOSPITAL CENTER","871",2015,"Total_Payments",-3.7,"Health+"
"460","HARLEM HOSPITAL CENTER","871",2015,"Non_Medicare_Payments",-14,"Health+"
"461","HARLEM HOSPITAL CENTER","871",2016,"Discharges",-28.8,"Health+"
"462","HARLEM HOSPITAL CENTER","871",2016,"Medicare_Payments",-3.1,"Health+"
"463","HARLEM HOSPITAL CENTER","871",2016,"Total_Payments",-2.3,"Health+"
"464","HARLEM HOSPITAL CENTER","871",2016,"Non_Medicare_Payments",4,"Health+"
"465","HARLEM HOSPITAL CENTER","871",2017,"Discharges",26.2,"Health+"
"466","HARLEM HOSPITAL CENTER","871",2017,"Medicare_Payments",-2.7,"Health+"
"467","HARLEM HOSPITAL CENTER","871",2017,"Total_Payments",-1,"Health+"
"468","HARLEM HOSPITAL CENTER","871",2017,"Non_Medicare_Payments",12.7,"Health+"
"469","HOSPITAL FOR SPECIAL SURGERY","470",2015,"Discharges",3.5,"NewYork-Presbyterian"
"470","HOSPITAL FOR SPECIAL SURGERY","470",2015,"Medicare_Payments",-0.4,"NewYork-Presbyterian"
"471","HOSPITAL FOR SPECIAL SURGERY","470",2015,"Total_Payments",-2.3,"NewYork-Presbyterian"
"472","HOSPITAL FOR SPECIAL SURGERY","470",2015,"Non_Medicare_Payments",-6.7,"NewYork-Presbyterian"
"473","HOSPITAL FOR SPECIAL SURGERY","470",2016,"Discharges",NA,"NewYork-Presbyterian"
"474","HOSPITAL FOR SPECIAL SURGERY","470",2016,"Medicare_Payments",NA,"NewYork-Presbyterian"
"475","HOSPITAL FOR SPECIAL SURGERY","470",2016,"Total_Payments",NA,"NewYork-Presbyterian"
"476","HOSPITAL FOR SPECIAL SURGERY","470",2016,"Non_Medicare_Payments",NA,"NewYork-Presbyterian"
"477","HOSPITAL FOR SPECIAL SURGERY","470",2017,"Discharges",NA,"NewYork-Presbyterian"
"478","HOSPITAL FOR SPECIAL SURGERY","470",2017,"Medicare_Payments",NA,"NewYork-Presbyterian"
"479","HOSPITAL FOR SPECIAL SURGERY","470",2017,"Total_Payments",NA,"NewYork-Presbyterian"
"480","HOSPITAL FOR SPECIAL SURGERY","470",2017,"Non_Medicare_Payments",NA,"NewYork-Presbyterian"
"481","INTERFAITH MEDICAL CENTER","291",2015,"Discharges",33.3,"Others"
"482","INTERFAITH MEDICAL CENTER","291",2015,"Medicare_Payments",-2,"Others"
"483","INTERFAITH MEDICAL CENTER","291",2015,"Total_Payments",-5.1,"Others"
"484","INTERFAITH MEDICAL CENTER","291",2015,"Non_Medicare_Payments",-29.6,"Others"
"485","INTERFAITH MEDICAL CENTER","291",2016,"Discharges",-32.1,"Others"
"486","INTERFAITH MEDICAL CENTER","291",2016,"Medicare_Payments",-7.4,"Others"
"487","INTERFAITH MEDICAL CENTER","291",2016,"Total_Payments",-7.2,"Others"
"488","INTERFAITH MEDICAL CENTER","291",2016,"Non_Medicare_Payments",-4.3,"Others"
"489","INTERFAITH MEDICAL CENTER","291",2017,"Discharges",31.6,"Others"
"490","INTERFAITH MEDICAL CENTER","291",2017,"Medicare_Payments",9.5,"Others"
"491","INTERFAITH MEDICAL CENTER","291",2017,"Total_Payments",10.8,"Others"
"492","INTERFAITH MEDICAL CENTER","291",2017,"Non_Medicare_Payments",24.6,"Others"
"493","INTERFAITH MEDICAL CENTER","312",2015,"Discharges",18.8,"Others"
"494","INTERFAITH MEDICAL CENTER","312",2015,"Medicare_Payments",-15.8,"Others"
"495","INTERFAITH MEDICAL CENTER","312",2015,"Total_Payments",-3.3,"Others"
"496","INTERFAITH MEDICAL CENTER","312",2015,"Non_Medicare_Payments",87.2,"Others"
"497","INTERFAITH MEDICAL CENTER","312",2016,"Discharges",-31.6,"Others"
"498","INTERFAITH MEDICAL CENTER","312",2016,"Medicare_Payments",11.8,"Others"
"499","INTERFAITH MEDICAL CENTER","312",2016,"Total_Payments",-2.3,"Others"
"500","INTERFAITH MEDICAL CENTER","312",2016,"Non_Medicare_Payments",-48.2,"Others"
"501","INTERFAITH MEDICAL CENTER","312",2017,"Discharges",92.3,"Others"
"502","INTERFAITH MEDICAL CENTER","312",2017,"Medicare_Payments",-1.4,"Others"
"503","INTERFAITH MEDICAL CENTER","312",2017,"Total_Payments",-2.5,"Others"
"504","INTERFAITH MEDICAL CENTER","312",2017,"Non_Medicare_Payments",-10.6,"Others"
"505","INTERFAITH MEDICAL CENTER","392",2015,"Discharges",-13,"Others"
"506","INTERFAITH MEDICAL CENTER","392",2015,"Medicare_Payments",-2.4,"Others"
"507","INTERFAITH MEDICAL CENTER","392",2015,"Total_Payments",-4.8,"Others"
"508","INTERFAITH MEDICAL CENTER","392",2015,"Non_Medicare_Payments",-20.8,"Others"
"509","INTERFAITH MEDICAL CENTER","392",2016,"Discharges",-5,"Others"
"510","INTERFAITH MEDICAL CENTER","392",2016,"Medicare_Payments",4.6,"Others"
"511","INTERFAITH MEDICAL CENTER","392",2016,"Total_Payments",8.5,"Others"
"512","INTERFAITH MEDICAL CENTER","392",2016,"Non_Medicare_Payments",40.7,"Others"
"513","INTERFAITH MEDICAL CENTER","392",2017,"Discharges",NA,"Others"
"514","INTERFAITH MEDICAL CENTER","392",2017,"Medicare_Payments",NA,"Others"
"515","INTERFAITH MEDICAL CENTER","392",2017,"Total_Payments",NA,"Others"
"516","INTERFAITH MEDICAL CENTER","392",2017,"Non_Medicare_Payments",NA,"Others"
"517","INTERFAITH MEDICAL CENTER","871",2015,"Discharges",-6.8,"Others"
"518","INTERFAITH MEDICAL CENTER","871",2015,"Medicare_Payments",-10.4,"Others"
"519","INTERFAITH MEDICAL CENTER","871",2015,"Total_Payments",-13.3,"Others"
"520","INTERFAITH MEDICAL CENTER","871",2015,"Non_Medicare_Payments",-30.4,"Others"
"521","INTERFAITH MEDICAL CENTER","871",2016,"Discharges",43.9,"Others"
"522","INTERFAITH MEDICAL CENTER","871",2016,"Medicare_Payments",-0.7,"Others"
"523","INTERFAITH MEDICAL CENTER","871",2016,"Total_Payments",-3,"Others"
"524","INTERFAITH MEDICAL CENTER","871",2016,"Non_Medicare_Payments",-19.9,"Others"
"525","INTERFAITH MEDICAL CENTER","871",2017,"Discharges",5.1,"Others"
"526","INTERFAITH MEDICAL CENTER","871",2017,"Medicare_Payments",1.6,"Others"
"527","INTERFAITH MEDICAL CENTER","871",2017,"Total_Payments",2.1,"Others"
"528","INTERFAITH MEDICAL CENTER","871",2017,"Non_Medicare_Payments",6.9,"Others"
"529","JACOBI MEDICAL CENTER","291",2015,"Discharges",-30,"Health+"
"530","JACOBI MEDICAL CENTER","291",2015,"Medicare_Payments",-16.6,"Health+"
"531","JACOBI MEDICAL CENTER","291",2015,"Total_Payments",-14.8,"Health+"
"532","JACOBI MEDICAL CENTER","291",2015,"Non_Medicare_Payments",-4.5,"Health+"
"533","JACOBI MEDICAL CENTER","291",2016,"Discharges",3.6,"Health+"
"534","JACOBI MEDICAL CENTER","291",2016,"Medicare_Payments",-0.4,"Health+"
"535","JACOBI MEDICAL CENTER","291",2016,"Total_Payments",-5.2,"Health+"
"536","JACOBI MEDICAL CENTER","291",2016,"Non_Medicare_Payments",-29.2,"Health+"
"537","JACOBI MEDICAL CENTER","291",2017,"Discharges",120.7,"Health+"
"538","JACOBI MEDICAL CENTER","291",2017,"Medicare_Payments",0.1,"Health+"
"539","JACOBI MEDICAL CENTER","291",2017,"Total_Payments",-0.4,"Health+"
"540","JACOBI MEDICAL CENTER","291",2017,"Non_Medicare_Payments",-3.9,"Health+"
"541","JACOBI MEDICAL CENTER","312",2015,"Discharges",-6.7,"Health+"
"542","JACOBI MEDICAL CENTER","312",2015,"Medicare_Payments",-8.6,"Health+"
"543","JACOBI MEDICAL CENTER","312",2015,"Total_Payments",-6.4,"Health+"
"544","JACOBI MEDICAL CENTER","312",2015,"Non_Medicare_Payments",8.2,"Health+"
"545","JACOBI MEDICAL CENTER","312",2016,"Discharges",5.7,"Health+"
"546","JACOBI MEDICAL CENTER","312",2016,"Medicare_Payments",-0.1,"Health+"
"547","JACOBI MEDICAL CENTER","312",2016,"Total_Payments",-0.8,"Health+"
"548","JACOBI MEDICAL CENTER","312",2016,"Non_Medicare_Payments",-5,"Health+"
"549","JACOBI MEDICAL CENTER","312",2017,"Discharges",-23,"Health+"
"550","JACOBI MEDICAL CENTER","312",2017,"Medicare_Payments",3,"Health+"
"551","JACOBI MEDICAL CENTER","312",2017,"Total_Payments",1.6,"Health+"
"552","JACOBI MEDICAL CENTER","312",2017,"Non_Medicare_Payments",-6.4,"Health+"
"553","JACOBI MEDICAL CENTER","392",2015,"Discharges",7.1,"Health+"
"554","JACOBI MEDICAL CENTER","392",2015,"Medicare_Payments",-8.9,"Health+"
"555","JACOBI MEDICAL CENTER","392",2015,"Total_Payments",-4.3,"Health+"
"556","JACOBI MEDICAL CENTER","392",2015,"Non_Medicare_Payments",31,"Health+"
"557","JACOBI MEDICAL CENTER","392",2016,"Discharges",-15.6,"Health+"
"558","JACOBI MEDICAL CENTER","392",2016,"Medicare_Payments",-6.9,"Health+"
"559","JACOBI MEDICAL CENTER","392",2016,"Total_Payments",-8.2,"Health+"
"560","JACOBI MEDICAL CENTER","392",2016,"Non_Medicare_Payments",-15.3,"Health+"
"561","JACOBI MEDICAL CENTER","392",2017,"Discharges",10.5,"Health+"
"562","JACOBI MEDICAL CENTER","392",2017,"Medicare_Payments",2.3,"Health+"
"563","JACOBI MEDICAL CENTER","392",2017,"Total_Payments",1.5,"Health+"
