apr_drg_code,facility_name,race,ethnicity,payment_typology_1,apr_severity_of_illness_description,age_group,patients,mean_length_of_stay,mean_total_charges_day,System,area_sqmi,Number of Beds
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Major,30 to 49,3,8.666666666666666,5791.913333333333,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,13,5.538461538461538,7261.7261538461535,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,29,9.551724137931034,6288.763793103449,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Minor,70 or Older,2,2.5,7046.525,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Moderate,30 to 49,1,5,7277.21,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,7,4.857142857142857,6744.411428571429,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Private Health Insurance,Major,30 to 49,1,2,8079.06,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,1,3,6418.63,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,18 to 29,1,5,6615.21,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,30 to 49,2,1.5,8607.855,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Self-Pay,Extreme,50 to 69,1,20,7698.6,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Self-Pay,Moderate,18 to 29,1,2,7945.87,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Self-Pay,Moderate,30 to 49,1,4,6902.99,Health+,7.016,457
720,Jacobi Medical Center,Other Race,Spanish/Hispanic,Self-Pay,Moderate,50 to 69,1,6,5666.39,Health+,7.016,457
720,Jacobi Medical Center,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,3,6332.75,Health+,7.016,457
720,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,4,8.5,8070.8775,Health+,7.016,457
720,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,27,11.518518518518519,7046.992592592593,Health+,7.016,457
720,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Major,50 to 69,4,7,8191.0325,Health+,7.016,457
720,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Major,70 or Older,22,9.636363636363637,6078.982272727273,Health+,7.016,457
720,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Moderate,50 to 69,2,3.5,6365.860000000001,Health+,7.016,457
720,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,4,8.75,5907.139999999999,Health+,7.016,457
720,Jacobi Medical Center,White,Not Span/Hispanic,Private Health Insurance,Extreme,30 to 49,1,23,7489.51,Health+,7.016,457
720,Jacobi Medical Center,White,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,3,6,6015.59,Health+,7.016,457
720,Jacobi Medical Center,White,Not Span/Hispanic,Self-Pay,Moderate,30 to 49,1,2,7828.54,Health+,7.016,457
720,Jacobi Medical Center,White,Spanish/Hispanic,Blue Cross/Blue Shield,Minor,30 to 49,1,2,6755.9,Health+,7.016,457
720,Jacobi Medical Center,White,Spanish/Hispanic,Medicare,Extreme,50 to 69,1,20,6175.12,Health+,7.016,457
720,Jacobi Medical Center,White,Spanish/Hispanic,Medicare,Extreme,70 or Older,4,24.25,6735.105,Health+,7.016,457
720,Jacobi Medical Center,White,Spanish/Hispanic,Medicare,Major,50 to 69,1,8,5558.19,Health+,7.016,457
720,Jacobi Medical Center,White,Spanish/Hispanic,Medicare,Major,70 or Older,3,7.333333333333333,6774.09,Health+,7.016,457
720,Jacobi Medical Center,White,Spanish/Hispanic,Medicare,Moderate,50 to 69,1,6,5478.71,Health+,7.016,457
720,Jacobi Medical Center,White,Spanish/Hispanic,Medicare,Moderate,70 or Older,1,5,6392.59,Health+,7.016,457
720,Jacobi Medical Center,White,Spanish/Hispanic,Private Health Insurance,Extreme,50 to 69,1,31,5654.24,Health+,7.016,457
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,2,16,7788.61,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,2,4342.5,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,17.5,5369.555,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,0 to 17,1,9,3549.67,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,3,3511.67,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,70 or Older,1,4,3704.5,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,30 to 49,3,11.666666666666666,6839.616666666667,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,7,7.714285714285714,10312.38,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,19,8.894736842105264,10202.78,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,2,6.5,5725.965,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,7,6.285714285714286,6179.914285714286,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,39,9.179487179487179,5242.340512820513,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,4,2.5,7585.6825,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,10,6.2,4255.862,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,9,15.88888888888889,13550.707777777778,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,2,4,5602.75,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,1,8,4347.12,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,18 to 29,1,2,3592.5,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,3,4.333333333333333,4763.75,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,3,4,4383.89,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,18 to 29,1,2,5628,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,30 to 49,1,2,4978.5,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,70 or Older,1,7,4501.86,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Spanish/Hispanic,Medicare,Extreme,70 or Older,1,15,7500,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Spanish/Hispanic,Medicare,Major,50 to 69,1,5,4653.6,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Spanish/Hispanic,Medicare,Major,70 or Older,2,5.5,5875,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Spanish/Hispanic,Medicare,Minor,70 or Older,1,1,8427,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Spanish/Hispanic,Medicare,Moderate,50 to 69,2,4,4222.085,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Spanish/Hispanic,Private Health Insurance,Minor,18 to 29,1,1,6633,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Unknown,Medicare,Extreme,50 to 69,2,5.5,17319.1,Others,19.28,402
720,Jamaica Hospital Medical Center,Black/African American,Unknown,Medicare,Major,70 or Older,4,4.5,6551.9,Others,19.28,402
720,Jamaica Hospital Medical Center,Multi-racial,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,12,7912.33,Others,19.28,402
720,Jamaica Hospital Medical Center,Multi-racial,Not Span/Hispanic,Medicare,Extreme,70 or Older,1,10,8632.1,Others,19.28,402
720,Jamaica Hospital Medical Center,Multi-racial,Unknown,Private Health Insurance,Major,70 or Older,1,32,4811.59,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,5,11.8,6650.024,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,11,18.90909090909091,7195.3036363636365,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,34,11.588235294117647,7330.458529411765,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Major,30 to 49,1,7,4936,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Major,50 to 69,11,6.363636363636363,5780.344545454545,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,36,7.666666666666667,5257.321388888889,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Minor,70 or Older,1,4,3544.5,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,18 to 29,1,1,5258,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,3,7.333333333333333,4806.77,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,17,5.764705882352941,4363.822352941176,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,6,6.333333333333333,12257.171666666667,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,1,1,10884,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,4,4.75,8972.06,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,2,4.5,4275.5,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,1,3,4952.67,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,1,3,4371.33,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,1,2,6603,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Self-Pay,Major,0 to 17,1,1,3854,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Self-Pay,Major,30 to 49,1,3,4720.33,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Self-Pay,Moderate,50 to 69,2,2,6584.165,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Not Span/Hispanic,Self-Pay,Moderate,70 or Older,1,4,5728.19,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,5,8.6,13563.522,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,4,7,5408.5025000000005,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,11,9.272727272727273,5086.348181818182,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Spanish/Hispanic,Medicare,Moderate,50 to 69,1,3,4709.33,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,3,9.666666666666666,3241.4366666666665,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,70 or Older,1,8,3591.25,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Unknown,Medicare,Extreme,70 or Older,10,10.8,6561.482,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Unknown,Medicare,Major,50 to 69,2,6,4795.5,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Unknown,Medicare,Major,70 or Older,3,8.333333333333334,6178.28,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Unknown,Medicare,Moderate,70 or Older,3,8.333333333333334,4024.4933333333333,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Unknown,Private Health Insurance,Moderate,30 to 49,1,6,5421.33,Others,19.28,402
720,Jamaica Hospital Medical Center,Other Race,Unknown,Private Health Insurance,Moderate,70 or Older,1,7,4163.57,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,70 or Older,2,16,5272.655000000001,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Blue Cross/Blue Shield,Minor,18 to 29,1,2,6058.5,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,6,16.333333333333332,6531.18,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,25,12.8,8521.534,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Medicare,Major,50 to 69,4,18,4841.6075,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Medicare,Major,70 or Older,35,6.542857142857143,5756.143142857143,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Medicare,Minor,50 to 69,1,4,3877.5,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Medicare,Moderate,50 to 69,2,4.5,3877.5,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,9,5,4500.996666666667,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,3,14,9393.383333333333,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,1,1,15056,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Private Health Insurance,Major,18 to 29,1,8,4556.12,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,1,9,6339.89,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,1,3,4528.33,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,3,7508,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,3,4,5061.48,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,4,4827.12,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Medicare,Extreme,30 to 49,1,11,5950.64,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Medicare,Extreme,70 or Older,5,9,15985.41,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Medicare,Major,50 to 69,5,5,5654.812,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Medicare,Major,70 or Older,12,9.333333333333334,4996.63,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Medicare,Moderate,50 to 69,6,7.833333333333333,5028.748333333333,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Medicare,Moderate,70 or Older,5,8,4383.25,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Private Health Insurance,Major,30 to 49,2,3.5,9976.26,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Private Health Insurance,Moderate,30 to 49,1,1,6850,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Self-Pay,Moderate,18 to 29,1,4,3571,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Spanish/Hispanic,Self-Pay,Moderate,30 to 49,2,10.5,5004.12,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Unknown,Medicare,Extreme,70 or Older,1,4,10712,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Unknown,Medicare,Major,50 to 69,1,6,4670,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Unknown,Medicare,Major,70 or Older,5,5.6,6241.476,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Unknown,Medicare,Moderate,50 to 69,1,9,4311.22,Others,19.28,402
720,Jamaica Hospital Medical Center,White,Unknown,Private Health Insurance,Moderate,30 to 49,1,3,4531,Others,19.28,402
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,1,4,6242.02,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,0 to 17,1,2,7629.66,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,18 to 29,1,4,6613.77,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,14,7422.38,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,4,9.75,6593.9400000000005,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,0 to 17,1,10,5095.36,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,4,3.25,6748.639999999999,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,30 to 49,1,8,5594.48,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,20,12.65,7889.818,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,54,12.24074074074074,7321.510185185185,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,3,12.666666666666666,8471.666666666666,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,20,8.65,6733.106,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,69,10.521739130434783,6158.138405797102,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Minor,50 to 69,1,2,6995.65,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Minor,70 or Older,3,2.3333333333333335,7215.516666666666,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,9,6,6732.667777777778,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,43,7.534883720930233,6358.029302325582,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,30 to 49,2,14,7899.4000000000005,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,3,12.333333333333334,8333.89,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,0 to 17,1,10,5724.66,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,2,3.5,8146.57,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,8,5.5,6646.90875,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,2,11,5499.965,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,1,5,6901.32,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,50 to 69,1,1,7843.02,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,18 to 29,1,2,7476.93,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,2,4,6175.005,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,4,6.25,5822.32,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,2,3.5,6346.514999999999,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Extreme,70 or Older,1,40,5301.3,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Major,0 to 17,1,4,6419.06,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Major,18 to 29,1,10,6092.67,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Major,50 to 69,2,8,6566.755,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Minor,0 to 17,1,3,6876.97,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Minor,18 to 29,1,1,8274.92,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Minor,30 to 49,1,5,6226.77,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Minor,50 to 69,2,4,6733.635,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,30 to 49,1,4,5832.08,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,50 to 69,2,2.5,6770.26,Health+,1.44,639
720,Kings County Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,70 or Older,1,11,5253.24,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,2,11881.75,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,2,8669.66,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,3,8.333333333333334,7624.4000000000005,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Not Span/Hispanic,Medicare,Major,50 to 69,1,6,5456.85,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,1,8,5507.79,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,1,10,5806.49,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Not Span/Hispanic,Self-Pay,Minor,0 to 17,1,5,5468.04,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,2,23.5,9190.96,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,1,31,6678.62,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,1,2,10853.28,Health+,1.44,639
720,Kings County Hospital Center,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,1,4,5850.07,Health+,1.44,639
720,Kings County Hospital Center,White,Not Span/Hispanic,Medicare,Extreme,30 to 49,1,25,7308.67,Health+,1.44,639
720,Kings County Hospital Center,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,3,35,6031.513333333333,Health+,1.44,639
720,Kings County Hospital Center,White,Not Span/Hispanic,Medicare,Major,50 to 69,1,28,5005.33,Health+,1.44,639
720,Kings County Hospital Center,White,Not Span/Hispanic,Medicare,Major,70 or Older,2,5,7807.085,Health+,1.44,639
720,Kings County Hospital Center,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,1,4,7091.43,Health+,1.44,639
720,Kingsbrook Jewish Medical Center,Black/African American,Multi-ethnic,Medicare,Extreme,30 to 49,2,8,8253.605,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,30 to 49,1,12,24216.17,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,8,10.25,13033.085,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,5,11985.4,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,28,6822.18,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,70 or Older,1,6,7259,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,70 or Older,2,4,7875.625,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,30 to 49,1,7,12419.43,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,27,13.592592592592593,12725.22962962963,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,93,11.387096774193548,13824.27053763441,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,17,8.647058823529411,7997.377058823529,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,56,9.660714285714286,9050.08,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Medicare,Minor,70 or Older,1,3,8157.67,SUNY,1.66,303
720,Kingsbrook Jewish Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,5,6,10970.762,SUNY,1.66,303
