"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"1400000US36047031702","Census Tract 317.02, Kings County, New York","3589","397","1178","224","1827","434","0","12","149","69","0","12","141","107","294","159","65","81","229","147"
"1400000US36047032700","Census Tract 327, Kings County, New York","2465","350","629","187","1618","303","0","12","15","28","0","12","153","114","50","49","0","12","50","49"
"1400000US36047033600","Census Tract 336, Kings County, New York","4479","529","3855","444","158","186","0","12","296","310","0","12","39","55","131","105","9","19","122","104"
"1400000US36047034000","Census Tract 340, Kings County, New York","2210","246","1018","209","860","150","0","12","177","118","0","12","122","80","33","39","6","9","27","40"
"1400000US36047034300","Census Tract 343, Kings County, New York","5235","450","495","172","3868","512","0","17","87","102","0","17","658","361","127","94","0","17","127","94"
"1400000US36047038800","Census Tract 388, Kings County, New York","4040","367","2983","339","334","274","0","12","589","222","0","12","99","73","35","41","0","12","35","41"
"1400000US36047039500","Census Tract 395, Kings County, New York","4076","624","1396","352","1365","599","0","12","404","297","0","12","753","329","158","210","0","12","158","210"
"1400000US36047039900","Census Tract 399, Kings County, New York","3822","477","848","286","1782","474","13","20","24","25","13","21","1047","326","95","101","0","12","95","101"
"1400000US36047040200","Census Tract 402, Kings County, New York","2857","280","1190","204","19","29","7","10","1250","258","0","12","269","186","122","71","38","50","84","61"
"1400000US36047040900","Census Tract 409, Kings County, New York","3534","477","1209","338","900","287","20","30","15","27","0","12","1347","501","43","38","0","12","43","38"
"1400000US36047041600","Census Tract 416, Kings County, New York","2304","257","1971","296","45","42","0","12","105","108","0","12","154","160","29","32","18","27","11","17"
"1400000US36047040000","Census Tract 400, Kings County, New York","3325","335","1439","280","33","40","0","12","1463","283","0","12","390","266","0","12","0","12","0","12"
"1400000US36047042300","Census Tract 423, Kings County, New York","4222","449","2168","472","338","177","24","39","178","124","0","12","1475","500","39","38","11","17","28","33"
"1400000US36047042400","Census Tract 424, Kings County, New York","3641","464","2022","461","0","12","19","35","812","305","0","12","721","388","67","57","4","8","63","56"
"1400000US36047044200","Census Tract 442, Kings County, New York","2950","374","2614","408","0","12","238","334","24","32","0","12","19","30","55","85","55","85","0","12"
"1400000US36047045200","Census Tract 452, Kings County, New York","2658","303","2540","298","22","25","0","12","31","46","0","12","65","96","0","12","0","12","0","12"
"1400000US36047046202","Census Tract 462.02, Kings County, New York","2041","316","1847","292","0","12","0","12","37","28","0","12","157","182","0","12","0","12","0","12"
"1400000US36047047800","Census Tract 478, Kings County, New York","4538","701","3532","527","0","12","27","29","221","134","0","12","703","492","55","101","0","12","55","101"
"1400000US36047048000","Census Tract 480, Kings County, New York","3883","513","2440","544","125","78","0","12","465","416","0","12","845","398","8","18","8","18","0","12"
"1400000US36047048100","Census Tract 481, Kings County, New York","3066","264","2330","311","168","87","0","12","316","130","0","12","217","98","35","25","10","14","25","23"
"1400000US36047050600","Census Tract 506, Kings County, New York","5653","531","1519","318","2390","480","12","19","491","182","0","17","1084","517","157","91","66","58","91","62"
"1400000US36047051700","Census Tract 517, Kings County, New York","2529","216","2005","243","61","61","0","12","240","95","0","12","138","155","85","71","32","36","53","56"
"1400000US36047051800","Census Tract 518, Kings County, New York","3188","397","1130","216","1528","444","0","12","191","119","0","12","230","120","109","88","28","25","81","84"
"1400000US36047052000","Census Tract 520, Kings County, New York","4297","445","1593","315","902","153","0","12","1051","445","0","12","723","383","28","37","5","9","23","36"
"1400000US36047053200","Census Tract 532, Kings County, New York","2740","205","1713","199","221","176","0","12","614","148","0","12","58","63","134","144","11","16","123","129"
"1400000US36047054600","Census Tract 546, Kings County, New York","4730","350","3864","424","219","161","0","12","331","153","0","12","21","30","295","274","47","70","248","228"
"1400000US36047014200","Census Tract 142, Kings County, New York","2755","318","1965","289","61","49","0","12","421","207","0","12","161","134","147","88","53","43","94","70"
"1400000US36047043700","Census Tract 437, Kings County, New York","5795","480","2222","492","1777","683","7","13","71","46","0","17","1442","547","276","124","39","67","237","113"
"1400000US36047043900","Census Tract 439, Kings County, New York","3706","431","1144","417","1213","349","90","121","179","159","0","12","884","346","196","152","27","43","169","147"
"1400000US36047044100","Census Tract 441, Kings County, New York","5094","624","2250","536","586","292","24","36","699","290","0","17","1462","405","73","40","30","33","43","33"
"1400000US36047044400","Census Tract 444, Kings County, New York","3310","441","2844","454","85","59","0","12","151","94","0","12","220","241","10","14","0","12","10","14"
"1400000US36047045400","Census Tract 454, Kings County, New York","1645","239","1326","242","27","24","6","8","94","100","0","12","66","83","126","157","16","21","110","136"
"1400000US36047046201","Census Tract 462.01, Kings County, New York","2399","364","2032","389","14","22","0","12","320","148","0","12","33","25","0","12","0","12","0","12"
"1400000US36047046400","Census Tract 464, Kings County, New York","2768","394","2572","407","84","66","0","12","32","38","0","12","0","12","80","86","0","12","80","86"
"1400000US36047050000","Census Tract 500, Kings County, New York","3918","350","2670","287","224","169","0","12","774","162","0","12","128","124","122","88","11","18","111","86"
"1400000US36047077200","Census Tract 772, Kings County, New York","2896","305","1223","288","1299","324","32","53","21","21","0","12","285","305","36","30","2","4","34","30"
"1400000US36047075600","Census Tract 756, Kings County, New York","1996","174","1664","162","57","40","15","21","207","151","0","12","48","39","5","9","0","12","5","9"
"1400000US36047072200","Census Tract 722, Kings County, New York","3014","362","69","47","2770","379","0","12","50","39","0","12","30","53","95","82","10","14","85","73"
"1400000US36047073400","Census Tract 734, Kings County, New York","2021","289","98","64","1828","281","0","12","6","8","0","12","80","87","9","14","0","12","9","14"
"1400000US36047074400","Census Tract 744, Kings County, New York","2704","278","2373","319","217","236","0","12","60","48","0","12","23","31","31","34","0","12","31","34"
"1400000US36047078600","Census Tract 786, Kings County, New York","4910","495","441","183","3543","494","0","12","283","181","0","12","544","276","99","110","0","12","99","110"
"1400000US36047082400","Census Tract 824, Kings County, New York","4470","434","138","102","4015","438","0","12","121","119","0","12","171","183","25","31","25","31","0","12"
"1400000US36047083800","Census Tract 838, Kings County, New York","2208","198","30","41","2043","194","0","12","12","18","0","12","31","30","92","122","0","12","92","122"
"1400000US36047065000","Census Tract 650, Kings County, New York","1576","268","507","142","759","278","0","12","236","103","0","12","64","70","10","15","0","12","10","15"
"1400000US36047058800","Census Tract 588, Kings County, New York","3411","381","2334","323","92","83","0","12","780","243","0","12","172","174","33","25","20","22","13","21"
"1400000US36047059300","Census Tract 593, Kings County, New York","2194","219","1836","213","72","47","0","12","74","50","0","12","108","110","104","58","0","12","104","58"
"1400000US36047064000","Census Tract 640, Kings County, New York","1794","240","1489","189","0","12","0","12","206","140","0","12","41","63","58","46","17","23","41","35"
"1400000US36047068800","Census Tract 688, Kings County, New York","1647","184","533","111","870","215","9","13","152","92","0","12","76","89","7","11","0","12","7","11"
"1400000US36047075200","Census Tract 752, Kings County, New York","1047","134","1034","139","7","10","0","12","6","8","0","12","0","12","0","12","0","12","0","12"
"1400000US36047076400","Census Tract 764, Kings County, New York","3815","417","1390","336","1921","446","0","12","224","151","0","12","172","152","108","81","0","12","108","81"
"1400000US36047077400","Census Tract 774, Kings County, New York","3620","503","583","256","2502","498","0","12","284","164","0","12","95","81","156","105","22","32","134","102"
"1400000US36047078200","Census Tract 782, Kings County, New York","5030","480","81","74","4733","508","0","17","54","46","0","17","34","40","128","92","32","36","96","85"
"1400000US36047079000","Census Tract 790, Kings County, New York","5257","649","152","98","4601","611","122","180","82","125","0","17","258","151","42","38","16","24","26","28"
"1400000US36047079200","Census Tract 792, Kings County, New York","3338","525","480","288","2336","446","0","12","8","14","0","12","442","258","72","56","7","12","65","56"
"1400000US36047079400","Census Tract 794, Kings County, New York","1669","225","172","137","1363","282","0","12","0","12","0","12","123","120","11","18","0","12","11","18"
"1400000US36047083600","Census Tract 836, Kings County, New York","2202","231","10","15","2122","240","12","20","53","56","0","12","5","8","0","12","0","12","0","12"
"1400000US36047085800","Census Tract 858, Kings County, New York","2317","227","24","33","2234","223","0","12","0","12","0","12","59","92","0","12","0","12","0","12"
"1400000US36047086200","Census Tract 862, Kings County, New York","2753","405","147","184","2378","425","0","12","0","12","0","12","196","236","32","41","0","12","32","41"
"1400000US36047088000","Census Tract 880, Kings County, New York","2790","369","109","124","2628","370","0","12","0","12","0","12","0","12","53","51","0","12","53","51"
"1400000US36047093800","Census Tract 938, Kings County, New York","2390","284","19","22","2323","278","0","12","11","17","0","12","37","35","0","12","0","12","0","12"
"1400000US36047089800","Census Tract 898, Kings County, New York","1614","220","95","66","1445","226","0","12","19","30","25","33","30","54","0","12","0","12","0","12"
"1400000US36047091800","Census Tract 918, Kings County, New York","2201","254","122","94","1709","268","5","7","0","12","0","12","340","130","25","40","0","12","25","40"
"1400000US36047092000","Census Tract 920, Kings County, New York","2677","382","76","90","2287","388","30","50","65","93","0","12","219","148","0","12","0","12","0","12"
"1400000US36047098200","Census Tract 982, Kings County, New York","4431","299","255","138","3763","317","0","12","24","30","0","12","371","204","18","19","18","19","0","12"
"1400000US36047094401","Census Tract 944.01, Kings County, New York","3761","402","87","122","3495","392","52","77","20","32","0","12","97","95","10","16","0","12","10","16"
"1400000US36047096600","Census Tract 966, Kings County, New York","2680","338","117","57","2140","313","0","12","117","100","0","12","139","135","167","160","73","77","94","136"
"1400000US36047100800","Census Tract 1008, Kings County, New York","2149","248","194","121","1714","236","0","12","108","96","0","12","120","111","13","21","0","12","13","21"
"1400000US36047116400","Census Tract 1164, Kings County, New York","3495","375","519","262","2464","394","0","12","78","91","0","12","411","229","23","28","7","11","16","25"
"1400000US36047116800","Census Tract 1168, Kings County, New York","2012","279","696","246","725","209","49","37","28","30","0","12","358","280","156","137","0","12","156","137"
"1400000US36047118202","Census Tract 1182.02, Kings County, New York","3152","368","1493","340","831","309","0","12","158","221","0","12","522","253","148","122","38","59","110","107"
"1400000US36047119000","Census Tract 1190, Kings County, New York","2526","253","714","183","1257","236","8","14","92","86","0","12","392","227","63","68","25","29","38","60"
"1400000US36047119600","Census Tract 1196, Kings County, New York","4867","524","1127","432","2584","484","0","12","806","303","0","12","266","148","84","81","46","61","38","57"
"1400000US36047120200","Census Tract 1202, Kings County, New York","1971","293","161","146","1234","305","0","12","502","214","0","12","29","30","45","43","45","43","0","12"
"1400000US36047039700","Census Tract 397, Kings County, New York","3417","483","1054","281","1813","420","0","12","60","83","0","12","390","246","100","65","59","48","41","37"
"1400000US36047039800","Census Tract 398, Kings County, New York","2737","260","1143","229","0","12","0","12","1179","261","0","12","355","224","60","95","0","12","60","95"
"1400000US36047040500","Census Tract 405, Kings County, New York","1670","249","354","205","553","151","0","12","55","47","0","12","680","244","28","20","11","13","17","18"
"1400000US36047040700","Census Tract 407, Kings County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047041000","Census Tract 410, Kings County, New York","2096","230","1445","221","23","10","0","12","598","222","0","12","5","7","25","29","0","12","25","29"
"1400000US36047042600","Census Tract 426, Kings County, New York","4282","423","1690","297","81","128","0","12","1816","328","0","12","559","409","136","157","0","12","136","157"
"1400000US36047016900","Census Tract 169, Kings County, New York","5003","481","4004","512","37","46","0","17","446","110","0","17","317","217","199","151","0","17","199","151"
"1400000US36047036400","Census Tract 364, Kings County, New York","2377","294","1555","245","43","34","5","8","465","143","0","12","227","169","82","58","0","12","82","58"
"1400000US36047037300","Census Tract 373, Kings County, New York","4201","478","821","284","2885","421","45","45","97","91","0","12","335","174","18","24","0","12","18","24"
"1400000US36047008000","Census Tract 80, Kings County, New York","3746","588","1893","400","99","86","0","12","284","193","0","12","1183","460","287","158","146","109","141","128"
"1400000US36047008800","Census Tract 88, Kings County, New York","2636","328","1514","311","119","82","0","12","546","233","0","12","370","198","87","67","0","12","87","67"
"1400000US36047009200","Census Tract 92, Kings County, New York","5668","472","1478","421","226","151","0","17","2673","408","0","17","1201","381","90","83","44","52","46","65"
"1400000US36047009800","Census Tract 98, Kings County, New York","7012","732","1487","384","173","151","0","17","2765","530","0","17","2530","550","57","84","53","83","4","8"
"1400000US36047010100","Census Tract 101, Kings County, New York","4057","321","1551","305","132","96","85","102","528","240","0","12","1374","431","387","203","125","100","262","180"
"1400000US36047012801","Census Tract 128.01, Kings County, New York","2279","234","691","178","28","32","0","12","1492","252","0","12","61","61","7","12","0","12","7","12"
"1400000US36047013100","Census Tract 131, Kings County, New York","4226","411","2763","354","318","130","0","12","352","135","10","17","363","221","420","184","90","141","330","121"
"1400000US36047013500","Census Tract 135, Kings County, New York","3920","335","2925","377","90","48","0","12","455","182","0","12","200","131","250","112","15","21","235","111"
"1400000US36047014000","Census Tract 140, Kings County, New York","1979","236","1422","202","67","70","0","12","341","146","0","12","78","56","71","102","0","12","71","102"
"1400000US36047014100","Census Tract 141, Kings County, New York","3033","335","1976","257","159","91","0","12","370","145","0","12","292","172","236","140","14","20","222","138"
"1400000US36047017700","Census Tract 177, Kings County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047018100","Census Tract 181, Kings County, New York","3875","484","2116","338","1078","269","0","12","231","96","0","12","300","246","150","125","0","12","150","125"
"1400000US36047018600","Census Tract 186, Kings County, New York","2249","279","1130","154","0","12","0","12","901","162","0","12","188","200","30","45","0","12","30","45"
"1400000US36047019300","Census Tract 193, Kings County, New York","6010","600","2311","388","2739","490","0","17","607","221","8","15","125","80","220","116","127","111","93","71"
"1400000US36047035400","Census Tract 354, Kings County, New York","5503","464","5380","449","53","69","0","17","0","17","0","17","0","17","70","82","0","17","70","82"
"1400000US36047087401","Census Tract 874.01, Kings County, New York","3717","499","210","104","3335","525","0","12","0","12","0","12","76","62","96","143","0","12","96","143"
"1400000US36047088400","Census Tract 884, Kings County, New York","4657","543","88","56","4450","549","0","12","63","54","0","12","14","21","42","47","0","12","42","47"
"1400000US36047089600","Census Tract 896, Kings County, New York","3175","366","96","67","2876","373","0","12","116","126","0","12","51","60","36","38","19","22","17","20"
"1400000US36047090800","Census Tract 908, Kings County, New York","6939","2017","917","309","4695","1671","16","35","158","187","0","17","950","532","203","115","97","100","106","71"
"1400000US36047093400","Census Tract 934, Kings County, New York","2330","212","60","57","2202","232","0","12","20","29","0","12","42","51","6","9","0","12","6","9"
"1400000US36047095400","Census Tract 954, Kings County, New York","4230","464","53","32","4025","493","0","12","62","60","0","12","90","79","0","12","0","12","0","12"
"1400000US36047096800","Census Tract 968, Kings County, New York","1567","339","115","74","1214","332","0","12","60","32","0","12","60","94","118","162","0","12","118","162"
"1400000US36047097000","Census Tract 970, Kings County, New York","2784","549","191","92","2425","550","0","12","11","29","0","12","108","121","49","106","0","12","49","106"
"1400000US36047099400","Census Tract 994, Kings County, New York","1850","224","179","123","1507","225","0","12","121","134","0","12","13","19","30","56","30","56","0","12"
"1400000US36047100400","Census Tract 1004, Kings County, New York","2645","246","123","53","2448","254","0","12","15","18","0","12","17","19","42","44","18","23","24","37"
"1400000US36047020100","Census Tract 201, Kings County, New York","3808","393","2065","319","1205","263","0","12","186","88","0","12","82","68","270","110","0","12","270","110"
"1400000US36047118000","Census Tract 1180, Kings County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047121000","Census Tract 1210, Kings County, New York","4110","473","1138","348","2530","405","114","148","11","16","0","12","237","119","80","99","11","18","69","98"
"1400000US36047019700","Census Tract 197, Kings County, New York","3615","314","1972","234","1252","287","0","12","236","113","0","12","49","46","106","67","25","27","81","61"
"1400000US36047021500","Census Tract 215, Kings County, New York","5544","540","2264","346","2372","508","25","37","328","140","0","17","112","141","443","286","101","178","342","201"
"1400000US36047027200","Census Tract 272, Kings County, New York","3738","426","1792","329","0","12","0","12","1207","195","0","12","712","516","27","31","21","34","6","10"
"1400000US36047035500","Census Tract 355, Kings County, New York","5374","537","1097","283","4021","519","0","17","0","17","0","17","99","102","157","88","29","33","128","83"
"1400000US36047036502","Census Tract 365.02, Kings County, New York","1288","234","103","52","880","159","0","12","10","22","0","12","276","163","19","25","16","25","3","7"
"1400000US36047039300","Census Tract 393, Kings County, New York","3790","485","1704","419","1099","347","73","78","247","140","0","12","567","292","100","82","0","12","100","82"
"1400000US36047117400","Census Tract 1174, Kings County, New York","4465","489","2279","549","1115","360","0","12","304","191","0","12","738","369","29","45","0","12","29","45"
"1400000US36047117602","Census Tract 1176.02, Kings County, New York","3000","359","1277","339","709","212","0","12","43","32","0","12","861","366","110","74","49","48","61","53"
"1400000US36047122000","Census Tract 1220, Kings County, New York","5495","482","299","258","4917","582","0","17","45","87","0","17","198","197","36","57","0","17","36","57"
"1400000US36047031300","Census Tract 313, Kings County, New York","4675","564","832","288","3500","599","20","33","71","86","0","12","93","106","159","100","40","45","119","78"
"1400000US36047101400","Census Tract 1014, Kings County, New York","2263","227","142","66","1855","253","0","12","124","104","0","12","126","105","16","17","9","14","7","11"
"1400000US36047111800","Census Tract 1118, Kings County, New York","3336","553","565","290","2427","546","0","12","0","12","0","12","340","223","4","10","4","10","0","12"
"1400000US36047115800","Census Tract 1158, Kings County, New York","2838","300","268","143","1952","339","21","30","1","4","0","12","534","256","62","60","0","12","62","60"
"1400000US36047040300","Census Tract 403, Kings County, New York","3687","446","901","312","2282","436","0","12","87","59","0","12","390","289","27","30","15","24","12","19"
"1400000US36047042800","Census Tract 428, Kings County, New York","3879","393","2359","308","72","72","0","12","1319","362","0","12","88","83","41","35","8","12","33","34"
"1400000US36047047000","Census Tract 470, Kings County, New York","2708","334","2541","343","2","3","0","12","87","105","0","12","40","44","38","49","0","12","38","49"
"1400000US36047019800","Census Tract 198, Kings County, New York","1791","277","837","169","7","10","41","52","767","263","0","12","61","35","78","109","73","109","5","9"
"1400000US36047029700","Census Tract 297, Kings County, New York","4373","514","498","171","3549","512","0","12","71","43","0","12","25","39","230","142","64","88","166","95"
"1400000US36047033500","Census Tract 335, Kings County, New York","3089","413","2134","371","809","188","0","12","39","31","0","12","54","56","53","63","48","62","5","8"
"1400000US36047039100","Census Tract 391, Kings County, New York","2782","411","1267","402","769","388","0","12","125","91","0","12","500","211","121","88","11","17","110","82"
"1400000US36047086800","Census Tract 868, Kings County, New York","3325","469","124","134","2771","418","36","43","74","75","0","12","258","244","62","57","23","37","39","43"
"1400000US36047091600","Census Tract 916, Kings County, New York","3787","437","279","193","3155","430","0","12","0","12","0","12","252","283","101","77","39","58","62","49"
"1400000US36047101200","Census Tract 1012, Kings County, New York","2235","212","162","88","1888","240","0","12","118","91","0","12","67","80","0","12","0","12","0","12"
"1400000US36047007200","Census Tract 72, Kings County, New York","1890","212","682","229","56","37","7","12","369","160","0","12","649","311","127","154","106","150","21","26"
"1400000US36047010000","Census Tract 100, Kings County, New York","6178","602","1668","501","41","48","92","140","3320","487","0","17","1000","468","57","62","12","20","45","59"
"1400000US36047013800","Census Tract 138, Kings County, New York","3083","446","2197","418","100","84","0","12","424","183","0","12","217","203","145","140","5","8","140","140"
"1400000US36047028300","Census Tract 283, Kings County, New York","3988","570","1273","312","2036","526","16","29","78","78","0","12","441","270","144","118","78","92","66","73"
"1400000US36047036900","Census Tract 369, Kings County, New York","5907","613","675","247","4233","713","0","17","65","89","0","17","795","252","139","116","102","110","37","35"
"1400000US36047100600","Census Tract 1006, Kings County, New York","2500","271","172","130","2154","266","0","12","50","40","0","12","36","47","88","91","5","8","83","91"
"1400000US36047116000","Census Tract 1160, Kings County, New York","2235","342","210","136","1786","363","4","8","0","12","0","12","219","149","16","22","0","12","16","22"
"1400000US36047119200","Census Tract 1192, Kings County, New York","2913","462","708","232","1411","418","11","17","114","156","0","12","598","301","71","77","36","57","35","53"
"1400000US36047019600","Census Tract 196, Kings County, New York","3822","402","1897","351","35","25","0","12","1275","390","0","12","559","327","56","48","22","37","34","34"
"1400000US36047023400","Census Tract 234, Kings County, New York","4578","664","4427","688","11","18","14","21","0","12","0","12","126","162","0","12","0","12","0","12"
"1400000US36047026500","Census Tract 265, Kings County, New York","3991","486","1098","292","2202","471","28","40","80","50","0","12","356","271","227","185","48","46","179","179"
"1400000US36047040600","Census Tract 406, Kings County, New York","3816","382","1263","263","24","38","0","12","1896","315","0","12","606","352","27","45","0","12","27","45"
"1400000US36047047600","Census Tract 476, Kings County, New York","3800","671","3312","656","143","150","0","12","13","27","0","12","317","437","15","22","0","12","15","22"
"1400000US36047054200","Census Tract 542, Kings County, New York","4480","551","3708","504","83","63","0","12","132","108","0","12","557","409","0","12","0","12","0","12"
"1400000US36047021900","Census Tract 219, Kings County, New York","3568","342","967","184","2118","315","0","12","248","150","0","12","161","155","74","58","9","14","65","56"
"1400000US36047040100","Census Tract 401, Kings County, New York","3169","461","854","242","1455","299","0","12","109","86","0","12","648","282","103","85","82","81","21","24"
"1400000US36047025300","Census Tract 253, Kings County, New York","3383","597","1472","445","1618","553","0","12","225","110","0","12","36","44","32","41","0","12","32","41"
"1400000US36047116200","Census Tract 1162, Kings County, New York","2299","361","94","136","1854","371","24","29","62","73","44","66","83","74","138","116","0","12","138","116"
"1400000US36047116600","Census Tract 1166, Kings County, New York","2904","340","663","265","1661","263","0","12","0","12","60","103","427","200","93","97","93","97","0","12"
"1400000US36047033100","Census Tract 331, Kings County, New York","4064","400","2487","411","1568","321","0","12","0","12","0","12","0","12","9","15","9","15","0","12"
"1400000US36047035700","Census Tract 357, Kings County, New York","2440","209","142","77","2004","202","8","12","10","11","0","12","215","121","61","59","0","12","61","59"
"1400000US36047117000","Census Tract 1170, Kings County, New York","1860","309","575","296","671","252","0","12","84","71","0","12","483","210","47","48","25","39","22","33"
"1400000US36047117201","Census Tract 1172.01, Kings County, New York","2662","326","680","264","464","188","0","12","94","81","37","57","1260","354","127","80","54","60","73","63"
"1400000US36047090000","Census Tract 900, Kings County, New York","4269","474","342","205","3324","457","0","12","8","12","0","12","422","199","173","102","24","36","149","91"
"1400000US36047099600","Census Tract 996, Kings County, New York","3715","467","251","141","3311","458","0","12","103","118","0","12","50","77","0","12","0","12","0","12"
"1400000US36047000501","Census Tract 5.01, Kings County, New York","4419","319","3376","361","208","101","0","12","476","138","10","19","100","67","249","131","31","45","218","110"
"1400000US36047000502","Census Tract 5.02, Kings County, New York","2570","189","2164","238","127","66","0","12","202","90","0","12","14","17","63","75","12","20","51","56"
"1400000US36047001500","Census Tract 15, Kings County, New York","8088","557","2988","339","2065","431","13","23","1615","264","21","30","908","334","478","165","111","67","367","150"
"1400000US36047004400","Census Tract 44, Kings County, New York","2511","173","2107","205","19","17","0","12","289","137","0","12","13","14","83","95","66","92","17","18"
"1400000US36047005300","Census Tract 53, Kings County, New York","2245","209","1515","204","293","157","7","10","55","28","0","12","242","135","133","52","33","28","100","44"
"1400000US36047016600","Census Tract 166, Kings County, New York","1863","171","1650","191","0","12","3","5","184","135","0","12","13","19","13","19","0","12","13","19"
"1400000US36047011900","Census Tract 119, Kings County, New York","1377","170","1023","142","61","40","0","12","71","41","0","12","129","91","93","60","5","11","88","58"
"1400000US36047012600","Census Tract 126, Kings County, New York","2856","279","928","237","137","93","115","127","969","197","0","12","543","235","164","135","10","15","154","134"
"1400000US36047015200","Census Tract 152, Kings County, New York","2382","275","1548","250","116","61","0","12","615","151","0","12","45","38","58","83","51","83","7","10"
"1400000US36047021100","Census Tract 211, Kings County, New York","1893","194","594","117","731","198","0","12","109","64","0","12","397","186","62","49","10","14","52","49"
"1400000US36047027100","Census Tract 271, Kings County, New York","2775","381","309","133","2185","365","0","12","186","218","0","12","47","44","48","57","11","44","37","41"
"1400000US36047030500","Census Tract 305, Kings County, New York","6350","456","2871","432","2572","473","0","17","372","221","0","17","417","250","118","86","0","17","118","86"
"1400000US36047034800","Census Tract 348, Kings County, New York","2819","428","1093","267","117","116","0","12","526","300","0","12","1061","438","22","29","22","29","0","12"
"1400000US36047035601","Census Tract 356.01, Kings County, New York","3035","286","2761","456","204","222","0","12","0","12","4","9","0","12","66","72","8","15","58","68"
"1400000US36047035602","Census Tract 356.02, Kings County, New York","5219","360","5032","346","2","4","0","17","139","146","0","17","0","17","46","79","0","17","46","79"
"1400000US36047037401","Census Tract 374.01, Kings County, New York","4238","398","3101","349","240","247","0","12","452","143","0","12","238","217","207","197","0","12","207","197"
"1400000US36047037402","Census Tract 374.02, Kings County, New York","5098","846","2934","515","224","183","0","17","908","386","0","17","647","614","385","425","77","92","308","422"
"1400000US36047015900","Census Tract 159, Kings County, New York","5314","520","4300","531","193","127","0","17","377","173","0","17","312","280","132","110","0","17","132","110"
"1400000US36047016700","Census Tract 167, Kings County, New York","5531","524","4857","596","99","89","0","17","356","186","0","17","35","40","184","148","0","17","184","148"
"1400000US36047003100","Census Tract 31, Kings County, New York","3033","345","1393","263","860","185","0","12","565","179","0","12","15","19","200","98","53","50","147","89"
"1400000US36047004300","Census Tract 43, Kings County, New York","3496","268","2398","263","374","153","0","12","332","112","27","46","80","63","285","130","46","46","239","123"
"1400000US36047005100","Census Tract 51, Kings County, New York","2791","331","2047","254","127","93","0","12","163","77","0","12","223","219","231","133","0","12","231","133"
"1400000US36047006900","Census Tract 69, Kings County, New York","3575","278","2979","258","164","101","0","12","168","74","0","12","135","102","129","103","11","16","118","102"
"1400000US36047044800","Census Tract 448, Kings County, New York","1965","353","1515","285","0","12","0","12","130","89","0","12","130","198","190","156","105","137","85","58"
"1400000US36047045000","Census Tract 450, Kings County, New York","537","173","519","171","0","12","0","12","14","19","0","12","4","8","0","12","0","12","0","12"
"1400000US36047045800","Census Tract 458, Kings County, New York","1508","209","1452","187","36","42","20","29","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36047044000","Census Tract 440, Kings County, New York","2862","332","2508","349","71","79","0","12","98","75","0","12","134","131","51","58","0","12","51","58"
"1400000US36047042100","Census Tract 421, Kings County, New York","4226","670","1657","405","640","319","58","70","210","146","0","12","1581","618","80","70","36","44","44","52"
"1400000US36047042500","Census Tract 425, Kings County, New York","3104","324","1534","346","417","288","0","12","119","73","0","12","796","381","238","245","0","12","238","245"
"1400000US36047043200","Census Tract 432, Kings County, New York","4323","405","1752","318","33","47","0","12","1935","344","0","12","397","240","206","131","9","14","197","130"
"1400000US36047044700","Census Tract 447, Kings County, New York","2378","397","1102","266","454","170","0","12","90","47","4","8","648","288","80","52","15","20","65","49"
"1400000US36047045600","Census Tract 456, Kings County, New York","2376","298","1631","311","21","13","0","12","441","142","0","12","10","15","273","204","7","11","266","203"
"1400000US36047092200","Census Tract 922, Kings County, New York","2515","359","54","62","2426","375","0","12","0","12","0","12","0","12","35","44","8","13","27","43"
"1400000US36047094402","Census Tract 944.02, Kings County, New York","3122","290","248","222","2685","264","0","12","70","79","0","12","111","86","8","11","0","12","8","11"
"1400000US36047096400","Census Tract 964, Kings County, New York","1769","253","89","52","1538","252","0","12","127","174","0","12","15","23","0","12","0","12","0","12"
"1400000US36047101600","Census Tract 1016, Kings County, New York","1802","231","58","49","1660","294","8","11","69","77","0","12","7","14","0","12","0","12","0","12"
"1400000US36047101800","Census Tract 1018, Kings County, New York","2345","330","96","62","1857","380","0","12","199","197","0","12","74","58","119","130","79","124","40","50"
"1400000US36047102000","Census Tract 1020, Kings County, New York","2325","344","286","260","1978","326","0","12","0","12","0","12","20","31","41","60","21","30","20","30"
"1400000US36047107800","Census Tract 1078, Kings County, New York","4154","507","200","101","3488","474","0","12","0","12","0","12","408","364","58","58","25","37","33","41"
"1400000US36047110600","Census Tract 1106, Kings County, New York","3993","400","260","145","2897","396","0","12","9","14","0","12","649","323","178","112","102","96","76","52"
"1400000US36047038200","Census Tract 382, Kings County, New York","6188","716","659","289","2625","711","0","17","1032","378","0","17","1552","671","320","305","0","17","320","305"
