apr_drg_code,facility_name,race,ethnicity,payment_typology_1,apr_severity_of_illness,age_group,patients,mean_length_of_stay,mean_total_charges_day,System,area_sqmi,Number of Beds
194,Elmhurst Hospital Center,Other Race,Spanish/Hispanic,Private Health Insurance,Minor,30 to 49,1,6,5873.4,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Spanish/Hispanic,Private Health Insurance,Minor,50 to 69,1,1,10673.67,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,30 to 49,1,2,6012.13,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,50 to 69,2,1.5,8585.945,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Spanish/Hispanic,Self-Pay,Major,50 to 69,1,4,10900.9,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Spanish/Hispanic,Self-Pay,Moderate,30 to 49,1,1,8777.78,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Spanish/Hispanic,Self-Pay,Moderate,70 or Older,1,5,6209.97,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Unknown,Blue Cross/Blue Shield,Minor,50 to 69,1,5,6646.64,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Unknown,Medicare,Extreme,50 to 69,1,35,6392.75,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Unknown,Medicare,Major,50 to 69,1,2,7808.34,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Unknown,Medicare,Major,70 or Older,3,4,6993.336666666667,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Unknown,Medicare,Minor,70 or Older,1,2,7955.95,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Unknown,Medicare,Moderate,50 to 69,1,3,6504.04,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Unknown,Medicare,Moderate,70 or Older,1,17,5134.42,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Unknown,Private Health Insurance,Major,70 or Older,1,30,4907.24,Health+,10.09,545
194,Elmhurst Hospital Center,Other Race,Unknown,Private Health Insurance,Moderate,50 to 69,1,2,7291.11,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,3,8256.53,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,3,6778.64,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,2,1.5,10006.165,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,7,14.571428571428571,6664.5999999999995,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Medicare,Major,50 to 69,4,7.75,6696.635,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Medicare,Major,70 or Older,14,7.5,6655.640714285714,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Medicare,Minor,50 to 69,1,1,9077,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Medicare,Minor,70 or Older,4,6.5,7027.4675,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Medicare,Moderate,50 to 69,3,4.333333333333333,6964.623333333334,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,10,4.2,7313.924999999999,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,1,11,8797.17,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,1,12,5906.85,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Self-Pay,Major,30 to 49,1,7,4979.69,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Self-Pay,Minor,30 to 49,1,1,9014.12,Health+,10.09,545
194,Elmhurst Hospital Center,White,Not Span/Hispanic,Self-Pay,Moderate,50 to 69,1,8,5914.56,Health+,10.09,545
194,Elmhurst Hospital Center,White,Spanish/Hispanic,Medicare,Moderate,50 to 69,3,9.333333333333334,6082.233333333334,Health+,10.09,545
194,Elmhurst Hospital Center,White,Unknown,Medicare,Minor,70 or Older,1,6,6039.42,Health+,10.09,545
194,Flushing Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,1,4,3287.25,Others,14.16,299
194,Flushing Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,10,9,4553.9310000000005,Others,14.16,299
194,Flushing Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,6,4.333333333333333,4810.513333333333,Others,14.16,299
194,Flushing Hospital Medical Center,Black/African American,Spanish/Hispanic,Medicare,Major,30 to 49,1,20,3807.3,Others,14.16,299
194,Flushing Hospital Medical Center,Black/African American,Spanish/Hispanic,Medicare,Major,50 to 69,1,7,5295,Others,14.16,299
194,Flushing Hospital Medical Center,Black/African American,Spanish/Hispanic,Medicare,Major,70 or Older,1,4,2679.25,Others,14.16,299
194,Flushing Hospital Medical Center,Multi-racial,Not Span/Hispanic,Medicare,Major,70 or Older,1,6,3736.17,Others,14.16,299
194,Flushing Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,3,5771.67,Others,14.16,299
194,Flushing Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,4,10.25,4600.0375,Others,14.16,299
194,Flushing Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Major,50 to 69,7,10,3172.0157142857142,Others,14.16,299
194,Flushing Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,11,6.545454545454546,3660.211818181818,Others,14.16,299
194,Flushing Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Minor,70 or Older,2,3,3044.875,Others,14.16,299
194,Flushing Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,3,5.666666666666667,3903.0733333333333,Others,14.16,299
194,Flushing Hospital Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,19,5.052631578947368,3363.1384210526317,Others,14.16,299
194,Flushing Hospital Medical Center,Other Race,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,1,6,6581.17,Others,14.16,299
194,Flushing Hospital Medical Center,Other Race,Not Span/Hispanic,Self-Pay,Moderate,50 to 69,1,10,3006.59,Others,14.16,299
194,Flushing Hospital Medical Center,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,70 or Older,1,6,4168.49,Others,14.16,299
194,Flushing Hospital Medical Center,White,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,2,5811.5,Others,14.16,299
194,Flushing Hospital Medical Center,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,3,13.666666666666666,4505.613333333334,Others,14.16,299
194,Flushing Hospital Medical Center,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,7,10.142857142857142,4885.19,Others,14.16,299
194,Flushing Hospital Medical Center,White,Not Span/Hispanic,Medicare,Major,50 to 69,7,9.428571428571429,3203.9985714285713,Others,14.16,299
194,Flushing Hospital Medical Center,White,Not Span/Hispanic,Medicare,Major,70 or Older,32,8.4375,3456.35625,Others,14.16,299
194,Flushing Hospital Medical Center,White,Not Span/Hispanic,Medicare,Minor,70 or Older,8,3.625,3303.99125,Others,14.16,299
194,Flushing Hospital Medical Center,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,22,6.318181818181818,3446.734090909091,Others,14.16,299
194,Flushing Hospital Medical Center,White,Spanish/Hispanic,Medicare,Extreme,70 or Older,1,11,6059.76,Others,14.16,299
194,Flushing Hospital Medical Center,White,Spanish/Hispanic,Medicare,Major,50 to 69,2,4.5,3954.1800000000003,Others,14.16,299
194,Flushing Hospital Medical Center,White,Spanish/Hispanic,Medicare,Major,70 or Older,9,9.555555555555555,3843.3044444444445,Others,14.16,299
194,Flushing Hospital Medical Center,White,Spanish/Hispanic,Medicare,Moderate,70 or Older,6,4.833333333333333,3331.681666666667,Others,14.16,299
194,Flushing Hospital Medical Center,White,Spanish/Hispanic,Self-Pay,Moderate,70 or Older,1,4,3623.25,Others,14.16,299
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,2,6895.1,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,30 to 49,2,1.5,8474.779999999999,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,3,1.6666666666666667,7885.246666666667,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,70 or Older,1,4,5823.77,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,2,40,5121.875,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,2,7.5,6066.405000000001,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,4,4.5,6817.2425,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,18,4.611111111111111,5933.245,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,18,8.277777777777779,6254.357222222222,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Minor,50 to 69,5,2.4,7174.874,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Minor,70 or Older,8,2.75,7116.33625,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,30 to 49,3,5.333333333333333,5952.706666666667,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,26,3.6153846153846154,6718.451153846154,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,35,4.542857142857143,6452.931142857143,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,1,9,5838.53,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,30 to 49,2,2,8224.384999999998,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,2,1,8575.57,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,30 to 49,1,2,7290.54,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,1,8,7595.41,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,8,3.875,6664.44625,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Major,50 to 69,1,4,7358.11,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Minor,50 to 69,1,2,6747.31,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,30 to 49,1,2,8033.09,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,50 to 69,7,2,7399.028571428571,Health+,1.517,282
194,Harlem Hospital Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,70 or Older,1,1,8248.03,Health+,1.517,282
194,Harlem Hospital Center,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,39,4864.71,Health+,1.517,282
194,Harlem Hospital Center,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,1,12,5508.24,Health+,1.517,282
194,Harlem Hospital Center,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,2,1.5,8557.400000000001,Health+,1.517,282
194,Harlem Hospital Center,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,5,4.6,6389.374,Health+,1.517,282
194,Harlem Hospital Center,Other Race,Not Span/Hispanic,Self-Pay,Minor,50 to 69,1,1,9801.62,Health+,1.517,282
194,Harlem Hospital Center,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,1,19,5976.47,Health+,1.517,282
194,Harlem Hospital Center,Other Race,Spanish/Hispanic,Medicare,Minor,50 to 69,1,3,5596.74,Health+,1.517,282
194,Harlem Hospital Center,Other Race,Spanish/Hispanic,Medicare,Minor,70 or Older,1,5,5897.86,Health+,1.517,282
194,Harlem Hospital Center,Other Race,Spanish/Hispanic,Medicare,Moderate,50 to 69,1,4,5322.55,Health+,1.517,282
194,Harlem Hospital Center,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,4,2,7590.990000000001,Health+,1.517,282
194,Harlem Hospital Center,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,1,9,7040.42,Health+,1.517,282
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,30 to 49,1,1,16569.55,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,3,8265.98,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,7.5,6166.32,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,1,3,7295.24,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,6,15,6727.753333333333,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,20,4.05,7032.184,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,15,10.066666666666666,6040.912666666667,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Medicare,Minor,30 to 49,1,8,7101.69,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Medicare,Minor,50 to 69,1,3,5273.06,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Medicare,Minor,70 or Older,5,2.6,6609.338,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,18 to 29,2,4,5978.68,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,20,3.7,7001.8375,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,21,3.857142857142857,7181.512380952381,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,4,5,6971.79,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,2,8,5698.535,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,1,5,6169.38,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Self-Pay,Major,30 to 49,3,2.6666666666666665,8231.833333333334,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Self-Pay,Minor,50 to 69,2,2,5897.195,Others,2.895,287
194,Interfaith Medical Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,50 to 69,1,1,10543.17,Others,2.895,287
194,Interfaith Medical Center,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,4,3.25,7057.28,Others,2.895,287
194,Interfaith Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,30 to 49,1,2,5471.38,Others,2.895,287
194,Interfaith Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,1,4,5074.99,Others,2.895,287
194,Interfaith Medical Center,Other Race,Not Span/Hispanic,Self-Pay,Major,70 or Older,1,4,10973.34,Others,2.895,287
194,Interfaith Medical Center,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,1,11,6648.77,Others,2.895,287
194,Interfaith Medical Center,Other Race,Spanish/Hispanic,Medicare,Moderate,50 to 69,1,3,8024.48,Others,2.895,287
194,Interfaith Medical Center,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,1,1,10014.45,Others,2.895,287
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,2,2,7036.33,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,17,7370.7,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,4,6.25,5894.4025,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,21,7.809523809523809,6351.236666666667,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,30 to 49,1,1,10191.95,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,10,4.2,6617.225,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,14,5.785714285714286,6589.295,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,50 to 69,1,3,7602.85,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Self-Pay,Major,30 to 49,1,19,6404.53,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Self-Pay,Minor,30 to 49,1,2,7882.35,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,30 to 49,1,2,7669.39,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Not Span/Hispanic,Self-Pay,Moderate,70 or Older,1,5,6139.29,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Spanish/Hispanic,Medicare,Major,50 to 69,1,14,6723.09,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Unknown,Medicare,Extreme,50 to 69,1,11,6227.6,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Unknown,Medicare,Extreme,70 or Older,1,6,5933.31,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Unknown,Medicare,Major,30 to 49,1,7,5670.88,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Unknown,Medicare,Major,50 to 69,1,5,5718.95,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Unknown,Medicare,Major,70 or Older,6,9.333333333333334,6786.083333333333,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Unknown,Medicare,Moderate,50 to 69,5,3.6,6949.104,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Unknown,Medicare,Moderate,70 or Older,2,2.5,6944.225,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Unknown,Private Health Insurance,Major,50 to 69,1,10,5465.58,Health+,7.016,457
194,Jacobi Medical Center,Black/African American,Unknown,Self-Pay,Moderate,50 to 69,2,3,7517.2,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,2,9,6331.215,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,8,6.125,6295.9,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Not Span/Hispanic,Medicare,Minor,70 or Older,1,1,9058.02,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,1,8,5668.04,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,5,3.2,7349.184,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,1,11,6888.01,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,1,4,6345.26,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,3,14.333333333333334,6055.7266666666665,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,26,7.115384615384615,6548.618846153846,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Minor,50 to 69,1,2,7536.38,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Minor,70 or Older,2,2,7212.305,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Moderate,50 to 69,2,2.5,6849.405,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,25,3.52,6814.7076,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,1,1,9714.49,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Self-Pay,Major,50 to 69,2,3.5,7590.325000000001,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Spanish/Hispanic,Self-Pay,Moderate,70 or Older,1,2,7708.4,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Unknown,Blue Cross/Blue Shield,Minor,50 to 69,1,1,8156.08,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Unknown,Medicare,Extreme,70 or Older,1,6,8136.81,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Unknown,Medicare,Major,70 or Older,1,5,6129.86,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Unknown,Medicare,Minor,70 or Older,1,3,6766.83,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Unknown,Medicare,Moderate,50 to 69,2,4.5,7281.685,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Unknown,Medicare,Moderate,70 or Older,1,6,5717.88,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Unknown,Private Health Insurance,Major,30 to 49,1,6,8049.02,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Unknown,Self-Pay,Extreme,50 to 69,1,4,8158.82,Health+,7.016,457
194,Jacobi Medical Center,Other Race,Unknown,Self-Pay,Moderate,50 to 69,1,6,7698.91,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,1,6,7368.42,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,5,7936.55,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,3,15,7257.246666666667,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Major,50 to 69,3,11.333333333333334,7394.486666666667,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Major,70 or Older,16,7.5,6643.165625,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Minor,50 to 69,1,1,8052.05,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Moderate,30 to 49,1,1,8337.38,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Moderate,50 to 69,1,3,6419.89,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,7,7,6370.845714285714,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,1,3,7196.67,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,1,1,10732.21,Health+,7.016,457
194,Jacobi Medical Center,White,Not Span/Hispanic,Self-Pay,Moderate,50 to 69,2,3.5,7342.575,Health+,7.016,457
194,Jacobi Medical Center,White,Spanish/Hispanic,Medicare,Major,50 to 69,1,33,5033.38,Health+,7.016,457
194,Jacobi Medical Center,White,Spanish/Hispanic,Medicare,Major,70 or Older,2,7.5,6152.92,Health+,7.016,457
194,Jacobi Medical Center,White,Spanish/Hispanic,Medicare,Moderate,50 to 69,3,4.666666666666667,8067.876666666666,Health+,7.016,457
194,Jacobi Medical Center,White,Spanish/Hispanic,Medicare,Moderate,70 or Older,1,3,6754.25,Health+,7.016,457
194,Jacobi Medical Center,White,Spanish/Hispanic,Self-Pay,Major,50 to 69,1,3,8016.94,Health+,7.016,457
194,Jacobi Medical Center,White,Unknown,Medicare,Extreme,70 or Older,1,3,6694.87,Health+,7.016,457
194,Jacobi Medical Center,White,Unknown,Medicare,Major,50 to 69,3,9.666666666666666,5966.49,Health+,7.016,457
194,Jacobi Medical Center,White,Unknown,Medicare,Major,70 or Older,3,8.666666666666666,6026.926666666666,Health+,7.016,457
194,Jacobi Medical Center,White,Unknown,Medicare,Minor,70 or Older,1,5,5904.92,Health+,7.016,457
194,Jacobi Medical Center,White,Unknown,Medicare,Moderate,70 or Older,1,6,5845.41,Health+,7.016,457
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,4,5163.5,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,3,2.6666666666666665,7782.366666666667,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,70 or Older,1,14,3053.79,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Minor,70 or Older,1,4,3196.75,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Moderate,50 to 69,3,3.3333333333333335,3900.0833333333335,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,16,4188.88,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,8,8.75,7352.1225,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,3,5.666666666666667,8448.253333333334,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,9,4.888888888888889,4921.402222222222,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,55,9.054545454545455,4485.125636363637,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Minor,50 to 69,9,3.888888888888889,4103.413333333333,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Minor,70 or Older,11,4.636363636363637,3675.247272727273,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,30 to 49,2,3.5,4058.29,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,50 to 69,27,4.185185185185185,4742.3303703703705,Others,19.28,402
194,Jamaica Hospital Medical Center,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,51,4.588235294117647,4352.901764705883,Others,19.28,402
